Gene,Regulation,Timepoint
lnc-SLC17A8-1,Up,4h
lnc-SLC1A7-5,Up,4h
lnc-SLC20A1-1,Up,4h
lnc-SLC22A1-2,Up,4h
lnc-SLC22A15-3,Up,4h
lnc-SLC22A16-2,Up,4h
lnc-SLC22A18-1,Up,4h
lnc-SLC22A18-2,Up,4h
lnc-SLC22A2-3,Up,4h
lnc-SLC22A23-1,Up,4h
lnc-SLC22A23-2,Up,4h
lnc-SLC23A1-1,Up,4h
lnc-SLC23A1-3,Up,4h
lnc-SLC24A3-1,Up,4h
lnc-SLC25A15-10,Up,4h
lnc-SLC25A15-13,Up,4h
lnc-SLC25A15-7,Up,4h
lnc-SLC25A16-3,Up,4h
lnc-SLC25A17-2,Up,4h
lnc-SLC25A18-2,Up,4h
lnc-SLC25A19-4,Up,4h
lnc-SLC25A19-5,Up,4h
lnc-SLC25A2-5,Up,4h
lnc-SLC25A22-2,Up,4h
lnc-SLC25A28-4,Up,4h
lnc-SLC25A29-1,Up,4h
lnc-SLC25A29-5,Up,4h
lnc-SLC25A3-5,Up,4h
lnc-SLC25A3-7,Up,4h
lnc-SLC25A30-3,Up,4h
lnc-SLC25A32-3,Up,4h
lnc-SLC25A35-2,Up,4h
lnc-SLC25A37-1,Up,4h
lnc-SLC25A38-3,Up,4h
lnc-SLC25A39-1,Up,4h
lnc-SLC25A39-2,Up,4h
lnc-SLC25A47-2,Up,4h
lnc-SLC25A47-5,Up,4h
lnc-SLC25A47-6,Up,4h
lnc-SLC25A6-2,Up,4h
lnc-SLC25A6-3,Up,4h
lnc-SLC26A2-1,Up,4h
lnc-SLC26A3-1,Up,4h
lnc-SLC26A5-2,Up,4h
lnc-SLC28A2-1,Up,4h
lnc-SLC29A4-3,Up,4h
lnc-SLC2A12-7,Up,4h
lnc-SLC2A3-2,Up,4h
lnc-SLC2A4RG-1,Up,4h
lnc-SLC2A6-1,Up,4h
lnc-SLC2A9-3,Up,4h
lnc-SLC30A10-11,Up,4h
lnc-SLC30A10-12,Up,4h
lnc-SLC30A10-2,Up,4h
lnc-SLC30A7-2,Up,4h
lnc-SLC30A9-1,Up,4h
lnc-SLC31A1-3,Up,4h
lnc-SLC31A2-1,Up,4h
lnc-SLC34A1-1,Up,4h
lnc-SLC35A1-3,Up,4h
lnc-SLC35A1-5,Up,4h
lnc-SLC35A5-3,Up,4h
lnc-SLC35B1-2,Up,4h
lnc-SLC35B3-3,Up,4h
lnc-SLC35B4-5,Up,4h
lnc-SLC35E1-1,Up,4h
lnc-SLC35E3-4,Up,4h
lnc-SLC35E3-5,Up,4h
lnc-SLC35E3-7,Up,4h
lnc-SLC35E3-8,Up,4h
lnc-SLC35E4-1,Up,4h
lnc-SLC35F5-14,Up,4h
lnc-SLC35F5-15,Up,4h
lnc-SLC35F5-18,Up,4h
lnc-SLC35G3-1,Up,4h
lnc-SLC36A1-5,Up,4h
lnc-SLC36A2-1,Up,4h
lnc-SLC36A4-3,Up,4h
lnc-SLC36A4-7,Up,4h
lnc-SLC38A1-1,Up,4h
lnc-SLC38A1-2,Up,4h
lnc-SLC38A1-8,Up,4h
lnc-SLC38A1-9,Up,4h
lnc-SLC38A6-1,Up,4h
lnc-SLC38A8-10,Up,4h
lnc-SLC38A9-4,Up,4h
lnc-SLC38A9-5,Up,4h
lnc-SLC39A10-10,Up,4h
lnc-SLC39A10-3,Up,4h
lnc-SLC39A2-1,Up,4h
lnc-SLC39A3-1,Up,4h
lnc-SLC39A5-1,Up,4h
lnc-SLC3A1-2,Up,4h
lnc-SLC3A2-1,Up,4h
lnc-SLC3A2-3,Up,4h
lnc-SLC41A1-4,Up,4h
lnc-SLC43A1-1,Up,4h
lnc-SLC43A3-1,Up,4h
lnc-SLC44A1-2,Up,4h
lnc-SLC44A5-4,Up,4h
lnc-SLC45A1-3,Up,4h
lnc-SLC45A2-1,Up,4h
lnc-SLC45A3-3,Up,4h
lnc-SLC45A3-4,Up,4h
lnc-SLC45A4-2,Up,4h
lnc-SLC46A1-1,Up,4h
lnc-SLC46A2-1,Up,4h
lnc-SLC46A2-4,Up,4h
lnc-SLC48A1-3,Up,4h
lnc-SLC4A10-4,Up,4h
lnc-SLC4A11-1,Up,4h
lnc-SLC4A11-3,Up,4h
lnc-SLC4A1AP-3,Up,4h
lnc-SLC4A2-2,Up,4h
lnc-SLC4A3-12,Up,4h
lnc-SLC4A5-2,Up,4h
lnc-SLC4A7-3,Up,4h
lnc-SLC5A11-4,Up,4h
lnc-SLC5A9-8,Up,4h
lnc-SLC6A17-1,Up,4h
lnc-SLC6A18-2,Up,4h
lnc-SLC6A18-4,Up,4h
lnc-SLC6A20-1,Up,4h
lnc-SLC6A20-3,Up,4h
lnc-SLC6A4-1,Up,4h
lnc-SLC6A4-4,Up,4h
lnc-SLC6A9-11,Up,4h
lnc-SLC6A9-4,Up,4h
lnc-SLC6A9-6,Up,4h
lnc-SLC6A9-9,Up,4h
lnc-SLC7A11-7,Up,4h
lnc-SLC7A14-2,Up,4h
lnc-SLC7A5-1,Up,4h
lnc-SLC7A6-2,Up,4h
lnc-SLC7A6OS-2,Up,4h
lnc-SLC7A7-1,Up,4h
lnc-SLC7A7-2,Up,4h
lnc-SLC7A9-4,Up,4h
lnc-SLC8A1-1,Up,4h
lnc-SLC8A2-2,Up,4h
lnc-SLC9A1-3,Up,4h
lnc-SLC9A11-1,Up,4h
lnc-SLC9A11-2,Up,4h
lnc-SLC9A11-6,Up,4h
lnc-SLC9A5-2,Up,4h
lnc-SLC9A7-1,Up,4h
lnc-SLC9A7-2,Up,4h
lnc-SLC9A8-3,Up,4h
lnc-SLCO2A1-2,Up,4h
lnc-SLCO2B1-2,Up,4h
lnc-SLCO2B1-3,Up,4h
lnc-SLCO6A1-1,Up,4h
lnc-SLCO6A1-2,Up,4h
lnc-SLFN11-1,Up,4h
lnc-SLFN12-1,Up,4h
lnc-SLFN12-5,Up,4h
lnc-SLFN12-6,Up,4h
lnc-SLFN13-2,Up,4h
lnc-SLIT2-2,Up,4h
lnc-SLITRK3-1,Up,4h
lnc-SLITRK5-21,Up,4h
lnc-SLITRK6-9,Up,4h
lnc-SLMAP-2,Up,4h
lnc-SLMAP-4,Up,4h
lnc-SLMO1-1,Up,4h
lnc-SLN-1,Up,4h
lnc-SLX1A-1,Up,4h
lnc-SLX1B-1,Up,4h
lnc-SMAD1-1,Up,4h
lnc-SMAD2-1,Up,4h
lnc-SMAD5-6,Up,4h
lnc-SMAD9-2,Up,4h
lnc-SMARCA4-4,Up,4h
lnc-SMARCAD1-1,Up,4h
lnc-SMARCAL1-2,Up,4h
lnc-SMARCC1-3,Up,4h
lnc-SMARCC1-4,Up,4h
lnc-SMARCC2-1,Up,4h
lnc-SMARCC2-5,Up,4h
lnc-SMC1B-6,Up,4h
lnc-SMC2-1,Up,4h
lnc-SMC4-1,Up,4h
lnc-SMCR8-1,Up,4h
lnc-SMEK1-3,Up,4h
lnc-SMG1-1,Up,4h
lnc-SMG1-2,Up,4h
lnc-SMG1-3,Up,4h
lnc-SMG6-3,Up,4h
lnc-SMG8-1,Up,4h
lnc-SMN2-1,Up,4h
lnc-SMN2-2,Up,4h
lnc-SMO-2,Up,4h
lnc-SMOX-2,Up,4h
lnc-SMPD2-1,Up,4h
lnc-SMPX-4,Up,4h
lnc-SMS-2,Up,4h
lnc-SMTNL2-3,Up,4h
lnc-SMU1-1,Up,4h
lnc-SMURF1-1,Up,4h
lnc-SMYD1-6,Up,4h
lnc-SNAI3-1,Up,4h
lnc-SNAP23-1,Up,4h
lnc-SNAPC5-4,Up,4h
lnc-SNF8-1,Up,4h
lnc-SNHG15-1,Up,4h
lnc-SNN-1,Up,4h
lnc-SNN-5,Up,4h
lnc-SNRNP25-2,Up,4h
lnc-SNRPA1-1,Up,4h
lnc-SNRPC-1,Up,4h
lnc-SNRPC-2,Up,4h
lnc-SNRPD1-1,Up,4h
lnc-SNRPE-1,Up,4h
lnc-SNRPEP2-1,Up,4h
lnc-SNRPG-1,Up,4h
lnc-SNRPN-1,Up,4h
lnc-SNTB1-3,Up,4h
lnc-SNTG1-2,Up,4h
lnc-SNURF-1,Up,4h
lnc-SNURF-2,Up,4h
lnc-SNW1-6,Up,4h
lnc-SNX10-4,Up,4h
lnc-SNX11-1,Up,4h
lnc-SNX11-4,Up,4h
lnc-SNX14-3,Up,4h
lnc-SNX14-6,Up,4h
lnc-SNX17-1,Up,4h
lnc-SNX17-2,Up,4h
lnc-SNX20-5,Up,4h
lnc-SNX24-3,Up,4h
lnc-SNX31-1,Up,4h
lnc-SNX32-1,Up,4h
lnc-SNX33-1,Up,4h
lnc-SNX33-3,Up,4h
lnc-SNX7-2,Up,4h
lnc-SNX7-4,Up,4h
lnc-SNX8-1,Up,4h
lnc-SNX8-2,Up,4h
lnc-SOAT1-4,Up,4h
lnc-SOAT2-1,Up,4h
lnc-SOCS2-4,Up,4h
lnc-SOCS2-7,Up,4h
lnc-SOCS2-8,Up,4h
lnc-SOCS4-1,Up,4h
lnc-SOCS6-10,Up,4h
lnc-SOCS7-2,Up,4h
lnc-SOD1-1,Up,4h
lnc-SOD1-6,Up,4h
lnc-SOD3-6,Up,4h
lnc-SORBS3-1,Up,4h
lnc-SORCS2-1,Up,4h
lnc-SORCS3-13,Up,4h
lnc-SORCS3-16,Up,4h
lnc-SORT1-1,Up,4h
lnc-SORT1-4,Up,4h
lnc-SOS1-2,Up,4h
lnc-SOX11-6,Up,4h
lnc-SOX14-3,Up,4h
lnc-SOX15-1,Up,4h
lnc-SOX2-6,Up,4h
lnc-SOX30-5,Up,4h
lnc-SOX4-2,Up,4h
lnc-SOX4-3,Up,4h
lnc-SOX9-2,Up,4h
lnc-SP110-2,Up,4h
lnc-SP110-5,Up,4h
lnc-SP140-5,Up,4h
lnc-SP140L-3,Up,4h
lnc-SP140L-4,Up,4h
lnc-SP140L-5,Up,4h
lnc-SP3-13,Up,4h
lnc-SP3-14,Up,4h
lnc-SP3-3,Up,4h
lnc-SP6-1,Up,4h
lnc-SP6-2,Up,4h
lnc-SP9-1,Up,4h
lnc-SP9-3,Up,4h
lnc-SPACA5-1,Up,4h
lnc-SPAG4-2,Up,4h
lnc-SPAG5-2,Up,4h
lnc-SPAM1-4,Up,4h
lnc-SPANXB1-1,Up,4h
lnc-SPANXN1-2,Up,4h
lnc-SPARC-2,Up,4h
lnc-SPARCL1-1,Up,4h
lnc-SPAST-1,Up,4h
lnc-SPATA12-5,Up,4h
lnc-SPATA16-4,Up,4h
lnc-SPATA16-6,Up,4h
lnc-SPATA21-2,Up,4h
lnc-SPATA21-3,Up,4h
lnc-SPATA3-1,Up,4h
lnc-SPATA5L1-2,Up,4h
lnc-SPATA5L1-3,Up,4h
lnc-SPATA8-1,Up,4h
lnc-SPATA9-4,Up,4h
lnc-SPC25-1,Up,4h
lnc-SPC25-3,Up,4h
lnc-SPCS1-1,Up,4h
lnc-SPCS2-2,Up,4h
lnc-SPCS2-3,Up,4h
lnc-SPDYE1-1,Up,4h
lnc-SPECC1-1,Up,4h
lnc-SPEN-1,Up,4h
lnc-SPG11-1,Up,4h
lnc-SPG11-3,Up,4h
lnc-SPHKAP-3,Up,4h
lnc-SPI1-1,Up,4h
lnc-SPIN4-3,Up,4h
lnc-SPINK2-3,Up,4h
lnc-SPINK2-4,Up,4h
lnc-SPINK4-1,Up,4h
lnc-SPINK9-2,Up,4h
lnc-SPINLW1-2,Up,4h
lnc-SPINT1-2,Up,4h
lnc-SPINT2-10,Up,4h
lnc-SPNS1-1,Up,4h
lnc-SPNS3-1,Up,4h
lnc-SPNS3-2,Up,4h
lnc-SPO11-3,Up,4h
lnc-SPOCD1-2,Up,4h
lnc-SPOCD1-3,Up,4h
lnc-SPON2-4,Up,4h
lnc-SPOPL-16,Up,4h
lnc-SPOPL-9,Up,4h
lnc-SPP2-7,Up,4h
lnc-SPPL2A.1-1,Up,4h
lnc-SPPL3.1-2,Up,4h
lnc-SPPL3.1-3,Up,4h
lnc-SPPL3.1-4,Up,4h
lnc-SPRED2-11,Up,4h
lnc-SPRED2-16,Up,4h
lnc-SPRED3-2,Up,4h
lnc-SPRY1-10,Up,4h
lnc-SPRYD7-1,Up,4h
lnc-SPTBN2-2,Up,4h
lnc-SPTBN4-1,Up,4h
lnc-SPTBN5-1,Up,4h
lnc-SPTBN5-2,Up,4h
lnc-SPTBN5-3,Up,4h
lnc-SPTBN5-4,Up,4h
lnc-SPTSSB-2,Up,4h
lnc-SPTSSB-3,Up,4h
lnc-SQSTM1-1,Up,4h
lnc-SRBD1-6,Up,4h
lnc-SRC-1,Up,4h
lnc-SRD5A1-2,Up,4h
lnc-SRD5A1-3,Up,4h
lnc-SRD5A3-1,Up,4h
lnc-SRD5A3-7,Up,4h
lnc-SREK1-6,Up,4h
lnc-SREK1-7,Up,4h
lnc-SRGAP2-1,Up,4h
lnc-SRGAP3-1,Up,4h
lnc-SRGN-2,Up,4h
lnc-SRL-3,Up,4h
lnc-SRP54-1,Up,4h
lnc-SRP68-3,Up,4h
lnc-SRPK2-3,Up,4h
lnc-SRPK2-5,Up,4h
lnc-SRPR-3,Up,4h
lnc-SRPRB-1,Up,4h
lnc-SRPRB-3,Up,4h
lnc-SRPX-1,Up,4h
lnc-SRPX2-2,Up,4h
lnc-SRR-6,Up,4h
lnc-SRRM2-1,Up,4h
lnc-SRSF10-1,Up,4h
lnc-SRSF11-2,Up,4h
lnc-SRSF2-1,Up,4h
lnc-SRSF2-6,Up,4h
lnc-SRSF9-2,Up,4h
lnc-SRY-11,Up,4h
lnc-SRY-8,Up,4h
lnc-SSB-2,Up,4h
lnc-SSBP4-2,Up,4h
lnc-SSH3-1,Up,4h
lnc-SSH3-2,Up,4h
lnc-SSH3-3,Up,4h
lnc-SSPN-5,Up,4h
lnc-SSPN-6,Up,4h
lnc-SSR3-2,Up,4h
lnc-SSTR3-2,Up,4h
lnc-SSTR4-13,Up,4h
lnc-SSTR4-8,Up,4h
lnc-SSX2B-4,Up,4h
lnc-SSX2B-6,Up,4h
lnc-SSX4B-1,Up,4h
lnc-ST3GAL1-1,Up,4h
lnc-ST3GAL2-1,Up,4h
lnc-ST3GAL6-2,Up,4h
lnc-ST3GAL6-3,Up,4h
lnc-ST3GAL6-4,Up,4h
lnc-ST3GAL6-5,Up,4h
lnc-ST6GAL2-8,Up,4h
lnc-ST7-3,Up,4h
lnc-ST7L-6,Up,4h
lnc-ST8SIA3-2,Up,4h
lnc-ST8SIA5-1,Up,4h
lnc-STAC-2,Up,4h
lnc-STAC2-1,Up,4h
lnc-STAC3-1,Up,4h
lnc-STAG1-1,Up,4h
lnc-STAG1-6,Up,4h
lnc-STAG2-3,Up,4h
lnc-STAP1-10,Up,4h
lnc-STAP1-11,Up,4h
lnc-STAP1-7,Up,4h
lnc-STAP2-1,Up,4h
lnc-STARD10-2,Up,4h
lnc-STARD3NL-1,Up,4h
lnc-STARD4-4,Up,4h
lnc-STARD6-2,Up,4h
lnc-STARD6-3,Up,4h
lnc-STARD7-1,Up,4h
lnc-STARD8-2,Up,4h
lnc-STARD8-3,Up,4h
lnc-STARD8-4,Up,4h
lnc-STARD9-1,Up,4h
lnc-STAT1-1,Up,4h
lnc-STAT1-2,Up,4h
lnc-STAT6-1,Up,4h
lnc-STAU1-2,Up,4h
lnc-STAU1-3,Up,4h
lnc-STAU2-3,Up,4h
lnc-STC1-2,Up,4h
lnc-STEAP4-3,Up,4h
lnc-STIL-2,Up,4h
lnc-STIM1-2,Up,4h
lnc-STIM2-6,Up,4h
lnc-STIM2-7,Up,4h
lnc-STK10-1,Up,4h
lnc-STK16-2,Up,4h
lnc-STK16-4,Up,4h
lnc-STK17A-4,Up,4h
lnc-STK17B-2,Up,4h
lnc-STK33-1,Up,4h
lnc-STK35-3,Up,4h
lnc-STK38-1,Up,4h
lnc-STK4-1,Up,4h
lnc-STMN4-1,Up,4h
lnc-STOM-2,Up,4h
lnc-STOML2-1,Up,4h
lnc-STON1-GTF2A1L-3,Up,4h
lnc-STON2-2,Up,4h
lnc-STON2-5,Up,4h
lnc-STRAP-5,Up,4h
lnc-STRBP-11,Up,4h
lnc-STRC-1,Up,4h
lnc-STRN-1,Up,4h
lnc-STT3B-1,Up,4h
lnc-STT3B-2,Up,4h
lnc-STUB1-1,Up,4h
lnc-STX10-2,Up,4h
lnc-STX10-3,Up,4h
lnc-STX16-3,Up,4h
lnc-STX19-1,Up,4h
lnc-STX2-13,Up,4h
lnc-STX5-3,Up,4h
lnc-STX6-2,Up,4h
lnc-STXBP4-1,Up,4h
lnc-STXBP4-3,Up,4h
lnc-STXBP5-1,Up,4h
lnc-STXBP6-3,Up,4h
lnc-STYX-1,Up,4h
lnc-STYX-10,Up,4h
lnc-STYX-2,Up,4h
lnc-STYXL1-2,Up,4h
lnc-SUCLA2-3,Up,4h
lnc-SUCLA2-7,Up,4h
lnc-SUCLG1-9,Up,4h
lnc-SUFU-1,Up,4h
lnc-SUGT1P3-5,Up,4h
lnc-SULF1-7,Up,4h
lnc-SULF2-5,Up,4h
lnc-SULF2-9,Up,4h
lnc-SULT1A3.1-1,Up,4h
lnc-SULT1A4-1,Up,4h
lnc-SULT1A4-2,Up,4h
lnc-SULT1A4-4,Up,4h
lnc-SULT1C4-2,Up,4h
lnc-SUMF2-10,Up,4h
lnc-SUMF2-2,Up,4h
lnc-SUMF2-9,Up,4h
lnc-SUMO1-1,Up,4h
lnc-SUMO1-6,Up,4h
lnc-SUMO1-7,Up,4h
lnc-SUN2-2,Up,4h
lnc-SUOX-1,Up,4h
lnc-SUPT16H-3,Up,4h
lnc-SUPT3H-1,Up,4h
lnc-SUPT6H-2,Up,4h
lnc-SUPT6H-5,Up,4h
lnc-SUSD1-1,Up,4h
lnc-SUSD3-4,Up,4h
lnc-SUSD4-2,Up,4h
lnc-SUV39H1-2,Up,4h
lnc-SUV420H1-2,Up,4h
lnc-SV2C-1,Up,4h
lnc-SV2C-3,Up,4h
lnc-SVOP-1,Up,4h
lnc-SWAP70-1,Up,4h
lnc-SWSAP1-4,Up,4h
lnc-SYAP1-2,Up,4h
lnc-SYCP1-3,Up,4h
lnc-SYCP2L-1,Up,4h
lnc-SYCP3-5,Up,4h
lnc-SYF2-1,Up,4h
lnc-SYF2-3,Up,4h
lnc-SYF2-4,Up,4h
lnc-SYF2-6,Up,4h
lnc-SYK-3,Up,4h
lnc-SYN1-3,Up,4h
lnc-SYN3-5,Up,4h
lnc-SYNCRIP-7,Up,4h
lnc-SYNDIG1L-1,Up,4h
lnc-SYNE2-3,Up,4h
lnc-SYNE2-4,Up,4h
lnc-SYNGR2-2,Up,4h
lnc-SYNGR3-1,Up,4h
lnc-SYNJ2-1,Up,4h
lnc-SYNJ2BP-1,Up,4h
lnc-SYNJ2BP-2,Up,4h
lnc-SYNPO-6,Up,4h
lnc-SYNRG-4,Up,4h
lnc-SYNRG-5,Up,4h
lnc-SYP-1,Up,4h
lnc-SYPL2-1,Up,4h
lnc-SYS1-DBNDD2-1,Up,4h
lnc-SYT15-3,Up,4h
lnc-SYT2-4,Up,4h
lnc-SYT8-3,Up,4h
lnc-SZT2-2,Up,4h
lnc-TAAR8-2,Up,4h
lnc-TAB3-1,Up,4h
lnc-TAC1-2,Up,4h
lnc-TACR2-3,Up,4h
lnc-TACR2-5,Up,4h
lnc-TACSTD2-2,Up,4h
lnc-TACSTD2-5,Up,4h
lnc-TADA2A-1,Up,4h
lnc-TADA2B-3,Up,4h
lnc-TAF10-1,Up,4h
lnc-TAF12-1,Up,4h
lnc-TAF13-2,Up,4h
lnc-TAF15-4,Up,4h
lnc-TAF15-5,Up,4h
lnc-TAF1B-2,Up,4h
lnc-TAF1D-1,Up,4h
lnc-TAF1L-1,Up,4h
lnc-TAF1L-3,Up,4h
lnc-TAF5-1,Up,4h
lnc-TAF5L-3,Up,4h
lnc-TAF6-2,Up,4h
lnc-TAF7L-1,Up,4h
lnc-TAF9-3,Up,4h
lnc-TAF9-6,Up,4h
lnc-TALDO1-3,Up,4h
lnc-TAMM41-3,Up,4h
lnc-TAMM41-4,Up,4h
lnc-TANC2-1,Up,4h
lnc-TAOK1-3,Up,4h
lnc-TAOK1-4,Up,4h
lnc-TAOK3-1,Up,4h
lnc-TAOK3-11,Up,4h
lnc-TAPBPL-2,Up,4h
lnc-TARBP1-1,Up,4h
lnc-TARS-3,Up,4h
lnc-TARS2-1,Up,4h
lnc-TAS2R38-1,Up,4h
lnc-TASP1-4,Up,4h
lnc-TASP1-9,Up,4h
lnc-TATDN1-1,Up,4h
lnc-TATDN2-1,Up,4h
lnc-TATDN3-1,Up,4h
lnc-TAX1BP1-1,Up,4h
lnc-TAX1BP1-2,Up,4h
lnc-TAX1BP3-2,Up,4h
lnc-TBC1D15-1,Up,4h
lnc-TBC1D16-2,Up,4h
lnc-TBC1D16-3,Up,4h
lnc-TBC1D20-1,Up,4h
lnc-TBC1D22A-2,Up,4h
lnc-TBC1D26-1,Up,4h
lnc-TBC1D28-1,Up,4h
lnc-TBC1D28-4,Up,4h
lnc-TBC1D29-1,Up,4h
lnc-TBC1D3G-1,Up,4h
lnc-TBC1D3G-2,Up,4h
lnc-TBC1D4-2,Up,4h
lnc-TBC1D7-1,Up,4h
lnc-TBC1D7-2,Up,4h
lnc-TBC1D9B-1,Up,4h
lnc-TBC1D9B-4,Up,4h
lnc-TBCA-7,Up,4h
lnc-TBCA-9,Up,4h
lnc-TBCB-1,Up,4h
lnc-TBCE-2,Up,4h
lnc-TBCK-4,Up,4h
lnc-TBK1-2,Up,4h
lnc-TBL1X-4,Up,4h
lnc-TBL1XR1-17,Up,4h
lnc-TBL1Y-4,Up,4h
lnc-TBP-5,Up,4h
lnc-TBPL1-1,Up,4h
lnc-TBPL2-2,Up,4h
lnc-TBPL2-3,Up,4h
lnc-TBX15-6,Up,4h
lnc-TBX18-1,Up,4h
lnc-TBX3-6,Up,4h
lnc-TBXA2R-2,Up,4h
lnc-TBXAS1-2,Up,4h
lnc-TBXAS1-4,Up,4h
lnc-TCEA1-2,Up,4h
lnc-TCEAL3-1,Up,4h
lnc-TCEAL8-2,Up,4h
lnc-TCEANC-3,Up,4h
lnc-TCEANC2-2,Up,4h
lnc-TCEB3-2,Up,4h
lnc-TCF24-2,Up,4h
lnc-TCF4-5,Up,4h
lnc-TCF7-5,Up,4h
lnc-TCF7L2-4,Up,4h
lnc-TCF7L2-5,Up,4h
lnc-TCFL5-1,Up,4h
lnc-TCIRG1-1,Up,4h
lnc-TCIRG1-4,Up,4h
lnc-TCL1B-2,Up,4h
lnc-TCP1-1,Up,4h
lnc-TCP1-2,Up,4h
lnc-TCP1-3,Up,4h
lnc-TCP11L1-1,Up,4h
lnc-TCTEX1D2-3,Up,4h
lnc-TDO2-3,Up,4h
lnc-TDO2-4,Up,4h
lnc-TDP1-1,Up,4h
lnc-TDP2-1,Up,4h
lnc-TDRD9-AS1-2,Up,4h
lnc-TEAD2-2,Up,4h
lnc-TEC-1,Up,4h
lnc-TECPR1-2,Up,4h
lnc-TECRL-6,Up,4h
lnc-TEFM-2,Up,4h
lnc-TEFM-9,Up,4h
lnc-TEKT1-2,Up,4h
lnc-TEKT4-3,Up,4h
lnc-TELO2-2,Up,4h
lnc-TELO2-3,Up,4h
lnc-TEN1-1,Up,4h
lnc-TESK2-2,Up,4h
lnc-TET1-1,Up,4h
lnc-TET1-3,Up,4h
lnc-TET3-2,Up,4h
lnc-TEX11-2,Up,4h
lnc-TEX14-2,Up,4h
lnc-TEX15-3,Up,4h
lnc-TEX2-2,Up,4h
lnc-TEX22-1,Up,4h
lnc-TEX9-4,Up,4h
lnc-TFAP2C-4,Up,4h
lnc-TFAP2E-6,Up,4h
lnc-TFB2M-1,Up,4h
lnc-TFB2M-3,Up,4h
lnc-TFDP2-10,Up,4h
lnc-TFDP2-11,Up,4h
lnc-TFDP2-5,Up,4h
lnc-TFDP2-9,Up,4h
lnc-TFEC-11,Up,4h
lnc-TFEC-13,Up,4h
lnc-TFEC-7,Up,4h
lnc-TFF3-3,Up,4h
lnc-TGDS-1,Up,4h
lnc-TGFA-2,Up,4h
lnc-TGFB1-4,Up,4h
lnc-TGFB1I1-3,Up,4h
lnc-TGFB3-3,Up,4h
lnc-TGFB3-4,Up,4h
lnc-TGFB3-5,Up,4h
lnc-TGFBR2-1,Up,4h
lnc-TGFBRAP1-13,Up,4h
lnc-TGIF1-2,Up,4h
lnc-TGIF2LX-2,Up,4h
lnc-TGIF2LY-2,Up,4h
lnc-THADA-5,Up,4h
lnc-THAP11-1,Up,4h
lnc-THAP4-1,Up,4h
lnc-THAP4-4,Up,4h
lnc-THAP5-1,Up,4h
lnc-THAP6-3,Up,4h
lnc-THBS2-3,Up,4h
lnc-THBS3-1,Up,4h
lnc-THBS3-2,Up,4h
lnc-THBS4-3,Up,4h
lnc-THEMIS-1,Up,4h
lnc-THEMIS-3,Up,4h
lnc-THOC2-5,Up,4h
lnc-THOC7-2,Up,4h
lnc-THRAP3-2,Up,4h
lnc-THRB-1,Up,4h
lnc-THSD4-4,Up,4h
lnc-THTPA-2,Up,4h
lnc-THUMPD1-2,Up,4h
lnc-THUMPD1-3,Up,4h
lnc-THUMPD2-1,Up,4h
lnc-THUMPD3-8,Up,4h
lnc-THYN1-1,Up,4h
lnc-TIAM2-1,Up,4h
lnc-TICAM1-1,Up,4h
lnc-TIGD1-1,Up,4h
lnc-TIGD1L2-4,Up,4h
lnc-TIGD1L2-6,Up,4h
lnc-TIGD2-2,Up,4h
lnc-TIGD2-4,Up,4h
lnc-TIGD2-6,Up,4h
lnc-TIGD3-4,Up,4h
lnc-TIGD4-3,Up,4h
lnc-TIGD5-1,Up,4h
lnc-TIGD5-2,Up,4h
lnc-TIGD6-1,Up,4h
lnc-TIGD6-4,Up,4h
lnc-TIGD7-1,Up,4h
lnc-TIMM50-1,Up,4h
lnc-TIMM8B-2,Up,4h
lnc-TIMM9-2,Up,4h
lnc-TIMP1-3,Up,4h
lnc-TIMP4-2,Up,4h
lnc-TIMP4-4,Up,4h
lnc-TINF2-1,Up,4h
lnc-TIPRL-1,Up,4h
lnc-TJP1-1,Up,4h
lnc-TJP3-1,Up,4h
lnc-TK1-2,Up,4h
lnc-TK2-1,Up,4h
lnc-TKT-1,Up,4h
lnc-TKT-2,Up,4h
lnc-TLCD2-1,Up,4h
lnc-TLCD2-2,Up,4h
lnc-TLE2-1,Up,4h
lnc-TLE3-8,Up,4h
lnc-TLK2-3,Up,4h
lnc-TLL2-1,Up,4h
lnc-TLN2-4,Up,4h
lnc-TLR2-3,Up,4h
lnc-TLR5-2,Up,4h
lnc-TLX2-2,Up,4h
lnc-TLX3-2,Up,4h
lnc-TM2D2-1,Up,4h
lnc-TM2D3-3,Up,4h
lnc-TM4SF1-2,Up,4h
lnc-TM4SF4-2,Up,4h
lnc-TM6SF1-1,Up,4h
lnc-TM7SF4-1,Up,4h
lnc-TMBIM4-2,Up,4h
lnc-TMC5-1,Up,4h
lnc-TMC7-1,Up,4h
lnc-TMC7-6,Up,4h
lnc-TMC8-1,Up,4h
lnc-TMCC1-10,Up,4h
lnc-TMCO2-1,Up,4h
lnc-TMCO6-1,Up,4h
lnc-TMED10-1,Up,4h
lnc-TMED5-5,Up,4h
lnc-TMED7-1,Up,4h
lnc-TMEM100-6,Up,4h
lnc-TMEM105-2,Up,4h
lnc-TMEM106A-2,Up,4h
lnc-TMEM108-2,Up,4h
lnc-TMEM109-2,Up,4h
lnc-TMEM110-MUSTN1-1,Up,4h
lnc-TMEM116-2,Up,4h
lnc-TMEM116-3,Up,4h
lnc-TMEM123-2,Up,4h
lnc-TMEM132B-14,Up,4h
lnc-TMEM132B-15,Up,4h
lnc-TMEM132C-3,Up,4h
