Gene,Regulation,Timepoint
lnc-C16orf42-2,Up,48h
lnc-C16orf47-3,Up,48h
lnc-C16orf48-1,Up,48h
lnc-C16orf58-6,Up,48h
lnc-C16orf59-1,Up,48h
lnc-C16orf70-1,Up,48h
lnc-C16orf72-13,Up,48h
lnc-C16orf72-7,Up,48h
lnc-C16orf78-3,Up,48h
lnc-C16orf86-1,Up,48h
lnc-C17orf103-2,Up,48h
lnc-C17orf104-1,Up,48h
lnc-C17orf105-2,Up,48h
lnc-C17orf107-3,Up,48h
lnc-C17orf46-1,Up,48h
lnc-C17orf58-7,Up,48h
lnc-C17orf61-1,Up,48h
lnc-C17orf65-2,Up,48h
lnc-C17orf79-2,Up,48h
lnc-C17orf81-2,Up,48h
lnc-C17orf84-1,Up,48h
lnc-C19orf24-1,Up,48h
lnc-C19orf26-2,Up,48h
lnc-C19orf33-1,Up,48h
lnc-C19orf35-1,Up,48h
lnc-C19orf46-2,Up,48h
lnc-C19orf52-1,Up,48h
lnc-C19orf55-1,Up,48h
lnc-C19orf6-3,Up,48h
lnc-C19orf6-4,Up,48h
lnc-C19orf6-5,Up,48h
lnc-C19orf71-3,Up,48h
lnc-C1GALT1C1-1,Up,48h
lnc-C1QTNF1-7,Up,48h
lnc-C1QTNF1-8,Up,48h
lnc-C1QTNF9-4,Up,48h
lnc-C1R-2,Up,48h
lnc-C1orf115-2,Up,48h
lnc-C1orf124-1,Up,48h
lnc-C1orf124-4,Up,48h
lnc-C1orf138-6,Up,48h
lnc-C1orf159-1,Up,48h
lnc-C1orf177-2,Up,48h
lnc-C1orf180-3,Up,48h
lnc-C1orf185-4,Up,48h
lnc-C1orf185-5,Up,48h
lnc-C1orf228-1,Up,48h
lnc-C1orf229-2,Up,48h
lnc-C1orf31-1,Up,48h
lnc-C1orf31-6,Up,48h
lnc-C1orf31-8,Up,48h
lnc-C1orf35-2,Up,48h
lnc-C1orf55-2,Up,48h
lnc-C1orf61-2,Up,48h
lnc-C1orf65-1,Up,48h
lnc-C1orf96-1,Up,48h
lnc-C20orf118-4,Up,48h
lnc-C20orf144-1,Up,48h
lnc-C20orf201-2,Up,48h
lnc-C20orf96-2,Up,48h
lnc-C21orf119-2,Up,48h
lnc-C21orf37-2,Up,48h
lnc-C21orf37-3,Up,48h
lnc-C21orf54-2,Up,48h
lnc-C21orf62-3,Up,48h
lnc-C21orf63-4,Up,48h
lnc-C21orf67-8,Up,48h
lnc-C22orf25-3,Up,48h
lnc-C22orf26-1,Up,48h
lnc-C22orf31-1,Up,48h
lnc-C22orf32-1,Up,48h
lnc-C22orf34-1,Up,48h
lnc-C2CD4B-2,Up,48h
lnc-C2orf29-1,Up,48h
lnc-C2orf40-11,Up,48h
lnc-C2orf40-12,Up,48h
lnc-C2orf40-13,Up,48h
lnc-C2orf42-1,Up,48h
lnc-C2orf42-3,Up,48h
lnc-C2orf42-8,Up,48h
lnc-C2orf49-2,Up,48h
lnc-C2orf77-4,Up,48h
lnc-C2orf81-2,Up,48h
lnc-C2orf84-2,Up,48h
lnc-C3orf17-3,Up,48h
lnc-C3orf23-2,Up,48h
lnc-C3orf24-1,Up,48h
lnc-C3orf25-1,Up,48h
lnc-C3orf25-2,Up,48h
lnc-C3orf35-5,Up,48h
lnc-C3orf37-1,Up,48h
lnc-C3orf71-1,Up,48h
lnc-C3orf72-4,Up,48h
lnc-C3orf79-2,Up,48h
lnc-C4orf21-1,Up,48h
lnc-C4orf26-2,Up,48h
lnc-C4orf34-12,Up,48h
lnc-C4orf34-3,Up,48h
lnc-C4orf34-8,Up,48h
lnc-C4orf42-1,Up,48h
lnc-C5orf13-1,Up,48h
lnc-C5orf17-10,Up,48h
lnc-C5orf17-6,Up,48h
lnc-C5orf39-1,Up,48h
lnc-C5orf39-2,Up,48h
lnc-C5orf39-6,Up,48h
lnc-C5orf4-3,Up,48h
lnc-C5orf45-1,Up,48h
lnc-C5orf58-1,Up,48h
lnc-C5orf58-2,Up,48h
lnc-C5orf63-2,Up,48h
lnc-C6orf103-4,Up,48h
lnc-C6orf112-2,Up,48h
lnc-C6orf112-6,Up,48h
lnc-C6orf120-4,Up,48h
lnc-C6orf138-3,Up,48h
lnc-C6orf192-2,Up,48h
lnc-C6orf195-12,Up,48h
lnc-C6orf201-16,Up,48h
lnc-C6orf201-5,Up,48h
lnc-C6orf203-4,Up,48h
lnc-C6orf221-2,Up,48h
lnc-C6orf221-6,Up,48h
lnc-C6orf223-3,Up,48h
lnc-C6orf228-3,Up,48h
lnc-C6orf47-2,Up,48h
lnc-C6orf99-6,Up,48h
lnc-C6orf99-7,Up,48h
lnc-C7orf11-14,Up,48h
lnc-C7orf11-3,Up,48h
lnc-C7orf30-2,Up,48h
lnc-C7orf30-3,Up,48h
lnc-C7orf46-3,Up,48h
lnc-C7orf55-2,Up,48h
lnc-C7orf65-2,Up,48h
lnc-C7orf65-4,Up,48h
lnc-C7orf66-3,Up,48h
lnc-C7orf71-4,Up,48h
lnc-C7orf71-6,Up,48h
lnc-C7orf73-2,Up,48h
lnc-C8orf22-2,Up,48h
lnc-C8orf31-1,Up,48h
lnc-C8orf45-1,Up,48h
lnc-C8orf59-6,Up,48h
lnc-C8orf85-5,Up,48h
lnc-C8orf86-7,Up,48h
lnc-C9-1,Up,48h
lnc-C9orf102-11,Up,48h
lnc-C9orf103-1,Up,48h
lnc-C9orf116-1,Up,48h
lnc-C9orf118-1,Up,48h
lnc-C9orf150-1,Up,48h
lnc-C9orf152-5,Up,48h
lnc-C9orf29-1,Up,48h
lnc-C9orf57-1,Up,48h
lnc-C9orf57-4,Up,48h
lnc-C9orf69-1,Up,48h
lnc-C9orf71-2,Up,48h
lnc-C9orf79-3,Up,48h
lnc-C9orf89-1,Up,48h
lnc-CA1-1,Up,48h
lnc-CA10-1,Up,48h
lnc-CA5A-4,Up,48h
lnc-CA5B-1,Up,48h
lnc-CA6-5,Up,48h
lnc-CA7-1,Up,48h
lnc-CA8-13,Up,48h
lnc-CAB39L-4,Up,48h
lnc-CABIN1-1,Up,48h
lnc-CABP1-1,Up,48h
lnc-CABP7-2,Up,48h
lnc-CACNA1D-2,Up,48h
lnc-CACNA1E-5,Up,48h
lnc-CACNA2D1-2,Up,48h
lnc-CACNA2D4-1,Up,48h
lnc-CACNG3-3,Up,48h
lnc-CADM1-10,Up,48h
lnc-CALHM1-1,Up,48h
lnc-CALM1-2,Up,48h
lnc-CALM2-11,Up,48h
lnc-CALM2-3,Up,48h
lnc-CALN1-2,Up,48h
lnc-CAMK2B-1,Up,48h
lnc-CAMK2D-1,Up,48h
lnc-CAMK2G-1,Up,48h
lnc-CAMK2G-2,Up,48h
lnc-CAMLG-1,Up,48h
lnc-CAMP-1,Up,48h
lnc-CAMTA1-2,Up,48h
lnc-CAND2-2,Up,48h
lnc-CANT1-2,Up,48h
lnc-CAPN13-1,Up,48h
lnc-CAPN2-3,Up,48h
lnc-CAPN3-3,Up,48h
lnc-CAPRIN1-1,Up,48h
lnc-CAPS-2,Up,48h
lnc-CAPSL-3,Up,48h
lnc-CAPZA1-1,Up,48h
lnc-CARD16-1,Up,48h
lnc-CARD18-1,Up,48h
lnc-CARHSP1-1,Up,48h
lnc-CARKD-3,Up,48h
lnc-CASK-4,Up,48h
lnc-CASKIN2-1,Up,48h
lnc-CASP4-1,Up,48h
lnc-CASP6-4,Up,48h
lnc-CATSPER3-2,Up,48h
lnc-CBFA2T3-2,Up,48h
lnc-CBFA2T3-4,Up,48h
lnc-CBLB-7,Up,48h
lnc-CBLC-4,Up,48h
lnc-CBLN4-4,Up,48h
lnc-CBR1-9,Up,48h
lnc-CBX2-5,Up,48h
lnc-CBX6-1,Up,48h
lnc-CCDC103-1,Up,48h
lnc-CCDC104-3,Up,48h
lnc-CCDC11-1,Up,48h
lnc-CCDC111-4,Up,48h
lnc-CCDC114-2,Up,48h
lnc-CCDC125-1,Up,48h
lnc-CCDC125-12,Up,48h
lnc-CCDC130-1,Up,48h
lnc-CCDC134-3,Up,48h
lnc-CCDC137-1,Up,48h
lnc-CCDC14-1,Up,48h
lnc-CCDC144C-3,Up,48h
lnc-CCDC144NL-9,Up,48h
lnc-CCDC159-1,Up,48h
lnc-CCDC160-3,Up,48h
lnc-CCDC17-3,Up,48h
lnc-CCDC17-5,Up,48h
lnc-CCDC3-4,Up,48h
lnc-CCDC3-5,Up,48h
lnc-CCDC3-6,Up,48h
lnc-CCDC33-3,Up,48h
lnc-CCDC39-2,Up,48h
lnc-CCDC43-4,Up,48h
lnc-CCDC51-1,Up,48h
lnc-CCDC7-2,Up,48h
lnc-CCDC73-5,Up,48h
lnc-CCDC80-3,Up,48h
lnc-CCDC83-2,Up,48h
lnc-CCDC88A-1,Up,48h
lnc-CCDC89-3,Up,48h
lnc-CCDC90A-5,Up,48h
lnc-CCDC90A-8,Up,48h
lnc-CCDC90B-1,Up,48h
lnc-CCDC92-1,Up,48h
lnc-CCDC96-1,Up,48h
lnc-CCDC96-3,Up,48h
lnc-CCL1-5,Up,48h
lnc-CCL1-8,Up,48h
lnc-CCL3-1,Up,48h
lnc-CCNA1-1,Up,48h
lnc-CCNI-2,Up,48h
lnc-CCNJL-3,Up,48h
lnc-CCNL2-4,Up,48h
lnc-CCNY-4,Up,48h
lnc-CCPG1-1,Up,48h
lnc-CCR8-4,Up,48h
lnc-CCRN4L-1,Up,48h
lnc-CCT4-1,Up,48h
lnc-CCT4-2,Up,48h
lnc-CCT6A-1,Up,48h
lnc-CD109-1,Up,48h
lnc-CD180-8,Up,48h
lnc-CD1B-1,Up,48h
lnc-CD1B-5,Up,48h
lnc-CD207-2,Up,48h
lnc-CD27-2,Up,48h
lnc-CD300A-3,Up,48h
lnc-CD300C-3,Up,48h
lnc-CD320-2,Up,48h
lnc-CD33-2,Up,48h
lnc-CD38-2,Up,48h
lnc-CD4-1,Up,48h
lnc-CD47-5,Up,48h
lnc-CD53-1,Up,48h
lnc-CD53-2,Up,48h
lnc-CD70-1,Up,48h
lnc-CD9-1,Up,48h
lnc-CD93-4,Up,48h
lnc-CD97-2,Up,48h
lnc-CD97-4,Up,48h
lnc-CDC26-2,Up,48h
lnc-CDC42SE1-1,Up,48h
lnc-CDC42SE2-2,Up,48h
lnc-CDC6-3,Up,48h
lnc-CDC73-13,Up,48h
lnc-CDC73-6,Up,48h
lnc-CDH10-11,Up,48h
lnc-CDH5-9,Up,48h
lnc-CDH6-13,Up,48h
lnc-CDH6-2,Up,48h
lnc-CDH7-1,Up,48h
lnc-CDH8-4,Up,48h
lnc-CDH9-3,Up,48h
lnc-CDHR3-3,Up,48h
lnc-CDHR5-1,Up,48h
lnc-CDIPT-1,Up,48h
lnc-CDK12-3,Up,48h
lnc-CDK13-4,Up,48h
lnc-CDK18-1,Up,48h
lnc-CDK19-1,Up,48h
lnc-CDK5R2-3,Up,48h
lnc-CDK7-1,Up,48h
lnc-CDKAL1-5,Up,48h
lnc-CDKN2AIPNL-3,Up,48h
lnc-CDKN2C-1,Up,48h
lnc-CDR2L-2,Up,48h
lnc-CDRT15-2,Up,48h
lnc-CDRT15L2-5,Up,48h
lnc-CDS1-2,Up,48h
lnc-CDS2-2,Up,48h
lnc-CDS2-5,Up,48h
lnc-CDS2-8,Up,48h
lnc-CDX4-2,Up,48h
lnc-CDYL-11,Up,48h
lnc-CDYL-4,Up,48h
lnc-CDYL2-1,Up,48h
lnc-CEACAM18-1,Up,48h
lnc-CEBPB-5,Up,48h
lnc-CEBPB-7,Up,48h
lnc-CEBPD-2,Up,48h
lnc-CEBPG-1,Up,48h
lnc-CECR1-3,Up,48h
lnc-CEL-1,Up,48h
lnc-CELA1-2,Up,48h
lnc-CELA2B-2,Up,48h
lnc-CELA3B-2,Up,48h
lnc-CELF2-4,Up,48h
lnc-CELF2-9,Up,48h
lnc-CELF3-2,Up,48h
lnc-CEMP1-5,Up,48h
lnc-CENPV-1,Up,48h
lnc-CEP170-10,Up,48h
lnc-CEP170-6,Up,48h
lnc-CEP170-8,Up,48h
lnc-CEP19-1,Up,48h
lnc-CEP192-1,Up,48h
lnc-CEP250-1,Up,48h
lnc-CEP350-3,Up,48h
lnc-CEP78-1,Up,48h
lnc-CEP89-2,Up,48h
lnc-CEP89-3,Up,48h
lnc-CEP95-2,Up,48h
lnc-CEP97-4,Up,48h
lnc-CFHR5-6,Up,48h
lnc-CGA-6,Up,48h
lnc-CGNL1-5,Up,48h
lnc-CGREF1-2,Up,48h
lnc-CH25H-2,Up,48h
lnc-CHCHD5-3,Up,48h
lnc-CHCHD7-5,Up,48h
lnc-CHCHD8-3,Up,48h
lnc-CHD2-15,Up,48h
lnc-CHFR-2,Up,48h
lnc-CHI3L1-1,Up,48h
lnc-CHIC2-5,Up,48h
lnc-CHIT1-1,Up,48h
lnc-CHM-10,Up,48h
lnc-CHM-5,Up,48h
lnc-CHMP2A-1,Up,48h
lnc-CHMP2A-2,Up,48h
lnc-CHMP4C-1,Up,48h
lnc-CHMP4C-5,Up,48h
lnc-CHORDC1-6,Up,48h
lnc-CHPF-4,Up,48h
lnc-CHRAC1-4,Up,48h
lnc-CHRM3-1,Up,48h
lnc-CHRNA3-4,Up,48h
lnc-CHRNA3-5,Up,48h
lnc-CHST10-3,Up,48h
lnc-CHST12-2,Up,48h
lnc-CHURC1-FNTB-1,Up,48h
lnc-CIAO1-1,Up,48h
lnc-CIAO1-4,Up,48h
lnc-CIB3-1,Up,48h
lnc-CIDEA-2,Up,48h
lnc-CIDEC-2,Up,48h
lnc-CIRBP-1,Up,48h
lnc-CITED4-2,Up,48h
lnc-CKS1B-3,Up,48h
lnc-CLASP1-1,Up,48h
lnc-CLASP1-3,Up,48h
lnc-CLASP2-1,Up,48h
lnc-CLCF1-1,Up,48h
lnc-CLDN15-2,Up,48h
lnc-CLDN18-1,Up,48h
lnc-CLDN23-3,Up,48h
lnc-CLDN25-2,Up,48h
lnc-CLDN25-5,Up,48h
lnc-CLDN5-2,Up,48h
lnc-CLDN6-4,Up,48h
lnc-CLEC18B-2,Up,48h
lnc-CLEC5A-1,Up,48h
lnc-CLEC7A-2,Up,48h
lnc-CLGN-5,Up,48h
lnc-CLK1-1,Up,48h
lnc-CLK1-2,Up,48h
lnc-CLLU1.1-2,Up,48h
lnc-CLN3-1,Up,48h
lnc-CLN6-1,Up,48h
lnc-CLNK-2,Up,48h
lnc-CLOCK-1,Up,48h
lnc-CLPS-1,Up,48h
lnc-CLSTN2-1,Up,48h
lnc-CLUAP1-3,Up,48h
lnc-CLVS1-1,Up,48h
lnc-CMC1-8,Up,48h
lnc-CMPK2-28,Up,48h
lnc-CMTM1-1,Up,48h
lnc-CMTM3-3,Up,48h
lnc-CMTM7-2,Up,48h
lnc-CNGB1-2,Up,48h
lnc-CNGB3-1,Up,48h
lnc-CNN1-4,Up,48h
lnc-CNN1-5,Up,48h
lnc-CNOT7-5,Up,48h
lnc-CNOT8-2,Up,48h
lnc-CNOT8-3,Up,48h
lnc-CNPY1-2,Up,48h
lnc-CNR2-1,Up,48h
lnc-CNTN2-4,Up,48h
lnc-CNTN3-1,Up,48h
lnc-CNTNAP2-2,Up,48h
lnc-COG5-6,Up,48h
lnc-COG7-2,Up,48h
lnc-COL12A1-2,Up,48h
lnc-COL12A1-3,Up,48h
lnc-COL20A1-5,Up,48h
lnc-COL23A1-2,Up,48h
lnc-COL25A1-3,Up,48h
lnc-COL4A1-3,Up,48h
lnc-COL4A2-3,Up,48h
lnc-COL4A3-4,Up,48h
lnc-COL9A2-1,Up,48h
lnc-COL9A3-2,Up,48h
lnc-COMMD3-1,Up,48h
lnc-COPE-1,Up,48h
lnc-COPG2-1,Up,48h
lnc-COPS2-3,Up,48h
lnc-COQ10B-4,Up,48h
lnc-COQ5-1,Up,48h
lnc-CORIN-2,Up,48h
lnc-CORO6-4,Up,48h
lnc-COX11-3,Up,48h
lnc-COX19-4,Up,48h
lnc-COX6A2-5,Up,48h
lnc-COX7A1-3,Up,48h
lnc-COX7A2L-2,Up,48h
lnc-COX7B-1,Up,48h
lnc-CPD-1,Up,48h
lnc-CPM-5,Up,48h
lnc-CPNE5-3,Up,48h
lnc-CPNE8-7,Up,48h
lnc-CPSF2-1,Up,48h
lnc-CR1L-1,Up,48h
lnc-CR1L-3,Up,48h
lnc-CR2-4,Up,48h
lnc-CRABP2-2,Up,48h
lnc-CRADD-2,Up,48h
lnc-CREB3L4-1,Up,48h
lnc-CREB5-1,Up,48h
lnc-CRHR1-5,Up,48h
lnc-CRIP1-1,Up,48h
lnc-CRKL-1,Up,48h
lnc-CRKL-2,Up,48h
lnc-CRLF1-3,Up,48h
lnc-CRLF2-1,Up,48h
lnc-CRNKL1-5,Up,48h
lnc-CROCC-6,Up,48h
lnc-CRYBA1-2,Up,48h
lnc-CRYBA4-3,Up,48h
lnc-CRYL1-2,Up,48h
lnc-CSF1R-4,Up,48h
lnc-CSPP1-3,Up,48h
lnc-CSRP1-2,Up,48h
lnc-CT47A1-1,Up,48h
lnc-CTAG1A-3,Up,48h
lnc-CTAG2-1,Up,48h
lnc-CTAGE4-1,Up,48h
lnc-CTBS-1,Up,48h
lnc-CTC-203F4.1.1-3,Up,48h
lnc-CTC-349C3.2.1-4,Up,48h
lnc-CTC1-4,Up,48h
lnc-CTD-2014B16.3.1-3,Up,48h
lnc-CTD-2049J23.3.1-3,Up,48h
lnc-CTD-2144E22.5.1-12,Up,48h
lnc-CTD-2144E22.5.1-32,Up,48h
lnc-CTD-2215E18.1.1-4,Up,48h
lnc-CTD-2228K2.5.1-1,Up,48h
lnc-CTD-2517M22.14.1-3,Up,48h
lnc-CTD-2517M22.16.1-2,Up,48h
lnc-CTDSP2-4,Up,48h
lnc-CTDSPL2-2,Up,48h
lnc-CTDSPL2-5,Up,48h
lnc-CTF1-1,Up,48h
lnc-CTH-8,Up,48h
lnc-CTIF-7,Up,48h
lnc-CTNNA1-4,Up,48h
lnc-CTNNA3-8,Up,48h
lnc-CTR9-3,Up,48h
lnc-CTSL1-2,Up,48h
lnc-CTSL2-5,Up,48h
lnc-CTSZ-6,Up,48h
lnc-CTTN-2,Up,48h
lnc-CTTN-8,Up,48h
lnc-CTTNBP2-3,Up,48h
lnc-CTTNBP2NL-3,Up,48h
lnc-CTU2-2,Up,48h
lnc-CTU2-3,Up,48h
lnc-CTXN1-2,Up,48h
lnc-CTXN1-4,Up,48h
lnc-CUL2-3,Up,48h
lnc-CUL4A-2,Up,48h
lnc-CX3CR1-2,Up,48h
lnc-CXADR-4,Up,48h
lnc-CXCL3-1,Up,48h
lnc-CXXC5-2,Up,48h
lnc-CXorf21-1,Up,48h
lnc-CXorf24-1,Up,48h
lnc-CXorf24-2,Up,48h
lnc-CXorf26-3,Up,48h
lnc-CXorf28-10,Up,48h
lnc-CXorf28-7,Up,48h
lnc-CXorf30-2,Up,48h
lnc-CXorf56-1,Up,48h
lnc-CXorf64-4,Up,48h
lnc-CXorf66-2,Up,48h
lnc-CXorf69-3,Up,48h
lnc-CYB561D2-2,Up,48h
lnc-CYB561D2-4,Up,48h
lnc-CYB5R2-3,Up,48h
lnc-CYFIP1-5,Up,48h
lnc-CYP17A1-1,Up,48h
lnc-CYP17A1-2,Up,48h
lnc-CYP27A1-3,Up,48h
lnc-CYP2C18-1,Up,48h
lnc-CYP4F2-1,Up,48h
lnc-CYR61-3,Up,48h
lnc-CYS1-1,Up,48h
lnc-CYSLTR2-1,Up,48h
lnc-DAAM1-10,Up,48h
lnc-DAB2-1,Up,48h
lnc-DAK-1,Up,48h
lnc-DAOA-4,Up,48h
lnc-DAP3-2,Up,48h
lnc-DAPP1-1,Up,48h
lnc-DAPP1-2,Up,48h
lnc-DAZ3-1,Up,48h
lnc-DAZAP2-5,Up,48h
lnc-DCAF8L1-4,Up,48h
lnc-DCBLD2-1,Up,48h
lnc-DCLK2-4,Up,48h
lnc-DCLK3-1,Up,48h
lnc-DCLRE1C-1,Up,48h
lnc-DCTD-1,Up,48h
lnc-DCTN3-1,Up,48h
lnc-DCTN5-1,Up,48h
lnc-DCTN6-1,Up,48h
lnc-DCUN1D1-11,Up,48h
lnc-DCUN1D3-1,Up,48h
lnc-DDIT3-2,Up,48h
lnc-DDX19B-1,Up,48h
lnc-DDX31-3,Up,48h
lnc-DDX39A-3,Up,48h
lnc-DDX47-1,Up,48h
lnc-DDX49-1,Up,48h
lnc-DDX5-1,Up,48h
lnc-DDX54-1,Up,48h
lnc-DDX6-1,Up,48h
lnc-DEFB105A-1,Up,48h
lnc-DEFB119-2,Up,48h
lnc-DEGS1-1,Up,48h
lnc-DEGS2-10,Up,48h
lnc-DEGS2-6,Up,48h
lnc-DEK-1,Up,48h
lnc-DEM1-1,Up,48h
lnc-DEM1-3,Up,48h
lnc-DENND1A-1,Up,48h
lnc-DENND1A-6,Up,48h
lnc-DENND2A-1,Up,48h
lnc-DENND2D-2,Up,48h
lnc-DENND5B-3,Up,48h
lnc-DEPDC7-2,Up,48h
lnc-DET1-4,Up,48h
lnc-DFFA-3,Up,48h
lnc-DGAT1-2,Up,48h
lnc-DGKB-2,Up,48h
lnc-DHCR24-1,Up,48h
lnc-DHFRL1-1,Up,48h
lnc-DHFRL1-3,Up,48h
lnc-DHX15-3,Up,48h
lnc-DHX29-1,Up,48h
lnc-DHX37-1,Up,48h
lnc-DHX37-13,Up,48h
lnc-DHX9-2,Up,48h
lnc-DIAPH2-14,Up,48h
lnc-DIAPH2-16,Up,48h
lnc-DIAPH2-5,Up,48h
lnc-DIO2-3,Up,48h
lnc-DIP2A-5,Up,48h
lnc-DIRAS1-1,Up,48h
lnc-DIRAS2-6,Up,48h
lnc-DIRC3-2,Up,48h
lnc-DIRC3-3,Up,48h
lnc-DIS3-4,Up,48h
lnc-DISP1-1,Up,48h
lnc-DKK1-4,Up,48h
lnc-DKK3-7,Up,48h
lnc-DLEU7-4,Up,48h
lnc-DLEU7-9,Up,48h
lnc-DLG1-1,Up,48h
lnc-DLG2-1,Up,48h
lnc-DLG4-1,Up,48h
lnc-DLGAP1-4,Up,48h
lnc-DLGAP1-5,Up,48h
lnc-DLGAP2-7,Up,48h
lnc-DLGAP5-1,Up,48h
lnc-DLGAP5-4,Up,48h
lnc-DLGAP5-5,Up,48h
lnc-DLK1-8,Up,48h
lnc-DLL1-3,Up,48h
lnc-DLL1-8,Up,48h
lnc-DLX2-2,Up,48h
lnc-DLX2-4,Up,48h
lnc-DMRT1-3,Up,48h
lnc-DMXL2-2,Up,48h
lnc-DNAH1-2,Up,48h
lnc-DNAJA1-1,Up,48h
lnc-DNAJC16-1,Up,48h
lnc-DNAJC17-2,Up,48h
lnc-DNAJC19-11,Up,48h
lnc-DNAJC4-3,Up,48h
lnc-DNAL4-3,Up,48h
lnc-DNALI1-2,Up,48h
lnc-DNASE1L1-1,Up,48h
lnc-DNASE1L1-2,Up,48h
lnc-DNASE1L1-5,Up,48h
lnc-DNTTIP2-1,Up,48h
lnc-DOCK5-1,Up,48h
lnc-DOCK7-5,Up,48h
lnc-DOCK7-6,Up,48h
lnc-DOLPP1-3,Up,48h
lnc-DOPEY2-1,Up,48h
lnc-DOT1L-1,Up,48h
lnc-DPF3-2,Up,48h
lnc-DPH5-3,Up,48h
lnc-DPM2-1,Up,48h
lnc-DPP7-2,Up,48h
lnc-DPPA3-1,Up,48h
lnc-DPY19L2-6,Up,48h
lnc-DPYD-7,Up,48h
lnc-DPYD-8,Up,48h
lnc-DRAP1-1,Up,48h
lnc-DRD5-3,Up,48h
lnc-DRG1-3,Up,48h
lnc-DSCC1-1,Up,48h
lnc-DSG1-12,Up,48h
lnc-DST-2,Up,48h
lnc-DTHD1-15,Up,48h
lnc-DTHD1-16,Up,48h
lnc-DTWD1-3,Up,48h
lnc-DTWD2-12,Up,48h
lnc-DUOX2-1,Up,48h
lnc-DUOX2-4,Up,48h
lnc-DUSP11-1,Up,48h
lnc-DUSP14-4,Up,48h
lnc-DUSP16-2,Up,48h
lnc-DUSP16-3,Up,48h
lnc-DUSP18-1,Up,48h
lnc-DUSP18-2,Up,48h
lnc-DUSP21-2,Up,48h
lnc-DUSP21-3,Up,48h
lnc-DUSP26-8,Up,48h
lnc-DUSP26-9,Up,48h
lnc-DUSP27-2,Up,48h
lnc-DUXA-1,Up,48h
lnc-DUXA-3,Up,48h
lnc-DUXA-4,Up,48h
lnc-DYDC1-9,Up,48h
lnc-DYNC1H1-1,Up,48h
lnc-DYNLL1-4,Up,48h
lnc-DYNLL2-3,Up,48h
lnc-DYNLT3-3,Up,48h
lnc-DYRK1A-4,Up,48h
lnc-DYRK2-7,Up,48h
lnc-DYSF-1,Up,48h
lnc-DYSF-12,Up,48h
lnc-DZIP1L-3,Up,48h
lnc-E2F2-1,Up,48h
lnc-E2F7-3,Up,48h
lnc-EAF1-1,Up,48h
lnc-EAF2-3,Up,48h
lnc-ECE1-3,Up,48h
lnc-ECHDC3-4,Up,48h
lnc-ECI2-2,Up,48h
lnc-ECSCR-2,Up,48h
lnc-ECT2-1,Up,48h
lnc-ECT2-6,Up,48h
lnc-EDA2R-1,Up,48h
lnc-EDAR-14,Up,48h
lnc-EDARADD-1,Up,48h
lnc-EDC4-1,Up,48h
lnc-EDEM2-1,Up,48h
lnc-EDN2-3,Up,48h
lnc-EEF1B2-1,Up,48h
lnc-EFCAB4B-5,Up,48h
lnc-EFCAB5-1,Up,48h
lnc-EFCAB8-1,Up,48h
lnc-EFHA1-1,Up,48h
lnc-EFHD1-2,Up,48h
lnc-EFNB3-1,Up,48h
lnc-EFNB3-2,Up,48h
lnc-EFR3B-1,Up,48h
lnc-EGR1-1,Up,48h
lnc-EGR2-1,Up,48h
lnc-EGR2-3,Up,48h
lnc-EGR2-4,Up,48h
lnc-EHBP1-1,Up,48h
lnc-EHF-5,Up,48h
lnc-EID3-1,Up,48h
lnc-EIF1-2,Up,48h
lnc-EIF2AK3-8,Up,48h
lnc-EIF2B1-3,Up,48h
lnc-EIF2C2-1,Up,48h
lnc-EIF2C3-2,Up,48h
lnc-EIF3A-1,Up,48h
lnc-EIF3A-5,Up,48h
lnc-EIF3G-4,Up,48h
lnc-EIF4ENIF1-3,Up,48h
lnc-EIF4ENIF1-4,Up,48h
lnc-EIF4H-1,Up,48h
lnc-EIF6-1,Up,48h
lnc-ELAC1-2,Up,48h
lnc-ELF5-1,Up,48h
lnc-ELK1-1,Up,48h
lnc-ELMOD2-4,Up,48h
lnc-ELOVL4-3,Up,48h
lnc-ELOVL5-3,Up,48h
lnc-ELOVL6-2,Up,48h
lnc-ELTD1-11,Up,48h
lnc-ELTD1-12,Up,48h
lnc-EME1-1,Up,48h
lnc-EME2-2,Up,48h
lnc-EMILIN2-4,Up,48h
lnc-EMILIN3-4,Up,48h
lnc-ENOSF1-4,Up,48h
lnc-ENPP1-4,Up,48h
lnc-ENPP1-5,Up,48h
lnc-ENSA-1,Up,48h
lnc-ENTPD7-1,Up,48h
lnc-EP300-1,Up,48h
lnc-EPB41-1,Up,48h
lnc-EPB41-3,Up,48h
lnc-EPC1-2,Up,48h
lnc-EPHA1-1,Up,48h
lnc-EPHA1-2,Up,48h
lnc-EPHA6-1,Up,48h
lnc-EPHA6-4,Up,48h
lnc-EPM2A-2,Up,48h
lnc-EPN2-1,Up,48h
lnc-EPRS-2,Up,48h
lnc-EPS8L1-2,Up,48h
lnc-EPSTI1-1,Up,48h
lnc-EPT1-2,Up,48h
lnc-ERAP1-1,Up,48h
lnc-ERAP2-6,Up,48h
lnc-ERCC4-1,Up,48h
lnc-ERCC6-1,Up,48h
lnc-ERCC6L-1,Up,48h
lnc-ERGIC2-2,Up,48h
lnc-ERH-1,Up,48h
lnc-ERI1-6,Up,48h
lnc-ERICH1-7,Up,48h
lnc-ERLIN1-2,Up,48h
