Gene,Regulation,Timepoint
UBE2E1,Up,1h
UBE2E2,Up,1h
UBE2F,Up,1h
UBE2G2,Up,1h
UBE2I,Up,1h
UBE2J1,Up,1h
UBE2J2,Up,1h
UBE2K,Up,1h
UBE2L3,Up,1h
UBE2M,Up,1h
UBE2N,Up,1h
UBE2O,Up,1h
UBE2Q1,Up,1h
UBE2Q2P1,Up,1h
UBE2R2,Up,1h
UBE2S,Up,1h
UBE2V2,Up,1h
UBE2Z,Up,1h
UBE4A,Up,1h
UBE4B,Up,1h
UBFD1,Up,1h
UBL3,Up,1h
UBL4A,Up,1h
UBL5,Up,1h
UBN1,Up,1h
UBN2,Up,1h
UBQLN4,Up,1h
UBTD1,Up,1h
UBTF,Up,1h
UBXN1,Up,1h
UBXN4,Up,1h
UBXN6,Up,1h
UCK1,Up,1h
UCK2,Up,1h
UCKL1,Up,1h
UCP2,Up,1h
UFC1,Up,1h
UFD1L,Up,1h
UFM1,Up,1h
UGDH,Up,1h
UHRF1,Up,1h
ULK4,Up,1h
UMPS,Up,1h
UNC119B,Up,1h
UNC13B,Up,1h
UNC13D,Up,1h
UNC45A,Up,1h
UNC5B,Up,1h
UNC93B1,Up,1h
UNK,Up,1h
UPF1,Up,1h
UPF2,Up,1h
UPP1,Up,1h
UPRT,Up,1h
UQCC1,Up,1h
UQCC2,Up,1h
UQCR10,Up,1h
UQCR11,Up,1h
UQCRB,Up,1h
UQCRBP1,Up,1h
UQCRC1,Up,1h
UQCRC2,Up,1h
UQCRFS1,Up,1h
UQCRH,Up,1h
UQCRQ,Up,1h
URB2,Up,1h
URI1,Up,1h
URM1,Up,1h
UROS,Up,1h
USE1,Up,1h
USF2,Up,1h
USMG5,Up,1h
USP1,Up,1h
USP11,Up,1h
USP14,Up,1h
USP18,Up,1h
USP19,Up,1h
USP2,Up,1h
USP20,Up,1h
USP22,Up,1h
USP30,Up,1h
USP32,Up,1h
USP36,Up,1h
USP4,Up,1h
USP42,Up,1h
USP47,Up,1h
USP5,Up,1h
UTP11L,Up,1h
UTP14A,Up,1h
UTP18,Up,1h
UTP23,Up,1h
UTP3,Up,1h
UTRN,Up,1h
UXS1,Up,1h
UXT,Up,1h
VAC14,Up,1h
VAMP8,Up,1h
VAPB,Up,1h
VARS,Up,1h
VARS2,Up,1h
VASH1,Up,1h
VASP,Up,1h
VAT1,Up,1h
VAV1,Up,1h
VCAN,Up,1h
VCL,Up,1h
VCP,Up,1h
VDAC1,Up,1h
VDAC2,Up,1h
VDAC3,Up,1h
VEGFB,Up,1h
VEGFC,Up,1h
VEZF1,Up,1h
VEZT,Up,1h
VGF,Up,1h
VGLL4,Up,1h
VIM,Up,1h
VIMP,Up,1h
VIPAS39,Up,1h
VOPP1,Up,1h
VPRBP,Up,1h
VPS18,Up,1h
VPS26B,Up,1h
VPS28,Up,1h
VPS29,Up,1h
VPS37B,Up,1h
VPS37C,Up,1h
VPS39,Up,1h
VPS45,Up,1h
VPS4A,Up,1h
VPS51,Up,1h
VPS52,Up,1h
VPS53,Up,1h
VPS72,Up,1h
VPS9D1,Up,1h
VRK1,Up,1h
VRK2,Up,1h
VRK3,Up,1h
VSIG10,Up,1h
VSIG4,Up,1h
VTI1B,Up,1h
VTRNA1-1,Up,1h
VWA9,Up,1h
WAS,Up,1h
WASF1,Up,1h
WASF2,Up,1h
WASH3P,Up,1h
WASH7P,Up,1h
WBP1,Up,1h
WBP11,Up,1h
WBP1L,Up,1h
WBP2,Up,1h
WBP4,Up,1h
WBP5,Up,1h
WBSCR16,Up,1h
WBSCR22,Up,1h
WDFY4,Up,1h
WDR1,Up,1h
WDR13,Up,1h
WDR18,Up,1h
WDR20,Up,1h
WDR24,Up,1h
WDR26,Up,1h
WDR33,Up,1h
WDR4,Up,1h
WDR45B,Up,1h
WDR46,Up,1h
WDR48,Up,1h
WDR5,Up,1h
WDR53,Up,1h
WDR6,Up,1h
WDR60,Up,1h
WDR61,Up,1h
WDR62,Up,1h
WDR70,Up,1h
WDR73,Up,1h
WDR75,Up,1h
WDR77,Up,1h
WDR78,Up,1h
WDR81,Up,1h
WDR82,Up,1h
WDR83,Up,1h
WDR83OS,Up,1h
WDYHV1,Up,1h
WEE2-AS1,Up,1h
WHAMM,Up,1h
WHSC1,Up,1h
WIBG,Up,1h
WIPF1,Up,1h
WIPI1,Up,1h
WIPI2,Up,1h
WIZ,Up,1h
WNT5B,Up,1h
WRAP73,Up,1h
WRN,Up,1h
WRNIP1,Up,1h
WWC3,Up,1h
WWP1,Up,1h
WWP2,Up,1h
XAB2,Up,1h
XAGE1B,Up,1h
XAGE1E,Up,1h
XK,Up,1h
XKR8,Up,1h
XPO7,Up,1h
XRCC1,Up,1h
XRCC5,Up,1h
XRCC6,Up,1h
YBX1,Up,1h
YBX3,Up,1h
YDJC,Up,1h
YEATS4,Up,1h
YIF1B,Up,1h
YIPF2,Up,1h
YIPF3,Up,1h
YKT6,Up,1h
YLPM1,Up,1h
YPEL3,Up,1h
YPEL5,Up,1h
YRDC,Up,1h
YTHDC1,Up,1h
YTHDF1,Up,1h
YTHDF2,Up,1h
YWHAE,Up,1h
YWHAG,Up,1h
YWHAH,Up,1h
YWHAQ,Up,1h
YWHAZ,Up,1h
YY1,Up,1h
YY1AP1,Up,1h
ZBED1,Up,1h
ZBED4,Up,1h
ZBED5-AS1,Up,1h
ZBTB17,Up,1h
ZBTB22,Up,1h
ZBTB38,Up,1h
ZBTB4,Up,1h
ZBTB46,Up,1h
ZBTB47,Up,1h
ZBTB48,Up,1h
ZBTB5,Up,1h
ZBTB6,Up,1h
ZBTB7A,Up,1h
ZBTB7B,Up,1h
ZBTB9,Up,1h
ZC3H10,Up,1h
ZC3H13,Up,1h
ZC3H18,Up,1h
ZC3H4,Up,1h
ZC3H7A,Up,1h
ZC3H7B,Up,1h
ZCCHC24,Up,1h
ZCCHC3,Up,1h
ZCCHC6,Up,1h
ZDHHC14,Up,1h
ZDHHC16,Up,1h
ZDHHC21,Up,1h
ZDHHC24,Up,1h
ZDHHC3,Up,1h
ZDHHC5,Up,1h
ZDHHC6,Up,1h
ZDHHC7,Up,1h
ZEB1,Up,1h
ZFAND2A,Up,1h
ZFAND2B,Up,1h
ZFAND3,Up,1h
ZFAND6,Up,1h
ZFAS1,Up,1h
ZFP42,Up,1h
ZFP91,Up,1h
ZFP91-CNTF,Up,1h
ZFPL1,Up,1h
ZFPM1,Up,1h
ZFY,Up,1h
ZFYVE21,Up,1h
ZFYVE26,Up,1h
ZGLP1,Up,1h
ZGPAT,Up,1h
ZHX2,Up,1h
ZKSCAN3,Up,1h
ZMAT2,Up,1h
ZMAT5,Up,1h
ZMIZ2,Up,1h
ZMYM2,Up,1h
ZMYND19,Up,1h
ZNF138,Up,1h
ZNF174,Up,1h
ZNF175,Up,1h
ZNF182,Up,1h
ZNF184,Up,1h
ZNF189,Up,1h
ZNF2,Up,1h
ZNF202,Up,1h
ZNF217,Up,1h
ZNF221,Up,1h
ZNF232,Up,1h
ZNF252P,Up,1h
ZNF26,Up,1h
ZNF263,Up,1h
ZNF275,Up,1h
ZNF276,Up,1h
ZNF282,Up,1h
ZNF283,Up,1h
ZNF286A,Up,1h
ZNF316,Up,1h
ZNF319,Up,1h
ZNF32,Up,1h
ZNF321P,Up,1h
ZNF322,Up,1h
ZNF324B,Up,1h
ZNF326,Up,1h
ZNF335,Up,1h
ZNF34,Up,1h
ZNF343,Up,1h
ZNF35,Up,1h
ZNF354A,Up,1h
ZNF358,Up,1h
ZNF367,Up,1h
ZNF384,Up,1h
ZNF394,Up,1h
ZNF398,Up,1h
ZNF408,Up,1h
ZNF410,Up,1h
ZNF416,Up,1h
ZNF428,Up,1h
ZNF444,Up,1h
ZNF462,Up,1h
ZNF470,Up,1h
ZNF48,Up,1h
ZNF485,Up,1h
ZNF511,Up,1h
ZNF512,Up,1h
ZNF512B,Up,1h
ZNF513,Up,1h
ZNF516,Up,1h
ZNF517,Up,1h
ZNF521,Up,1h
ZNF524,Up,1h
ZNF525,Up,1h
ZNF526,Up,1h
ZNF532,Up,1h
ZNF564,Up,1h
ZNF567,Up,1h
ZNF574,Up,1h
ZNF576,Up,1h
ZNF579,Up,1h
ZNF580,Up,1h
ZNF581,Up,1h
ZNF583,Up,1h
ZNF584,Up,1h
ZNF586,Up,1h
ZNF593,Up,1h
ZNF598,Up,1h
ZNF611,Up,1h
ZNF618,Up,1h
ZNF622,Up,1h
ZNF628,Up,1h
ZNF629,Up,1h
ZNF646,Up,1h
ZNF652,Up,1h
ZNF653,Up,1h
ZNF658B,Up,1h
ZNF664,Up,1h
ZNF665,Up,1h
ZNF668,Up,1h
ZNF671,Up,1h
ZNF687,Up,1h
ZNF691,Up,1h
ZNF692,Up,1h
ZNF702P,Up,1h
ZNF703,Up,1h
ZNF706,Up,1h
ZNF71,Up,1h
ZNF710,Up,1h
ZNF720,Up,1h
ZNF740,Up,1h
ZNF746,Up,1h
ZNF76,Up,1h
ZNF764,Up,1h
ZNF768,Up,1h
ZNF771,Up,1h
ZNF775,Up,1h
ZNF778,Up,1h
ZNF787,Up,1h
ZNF79,Up,1h
ZNF799,Up,1h
ZNF804A,Up,1h
ZNF830,Up,1h
ZNFX1,Up,1h
ZNHIT3,Up,1h
ZPR1,Up,1h
ZSCAN2,Up,1h
ZSCAN25,Up,1h
ZSCAN5A,Up,1h
ZSWIM1,Up,1h
ZSWIM4,Up,1h
ZSWIM8,Up,1h
ZSWIM8-AS1,Up,1h
ZWILCH,Up,1h
ZWINT,Up,1h
ZYX,Up,1h
ZZEF1,Up,1h
A2M,Up,4h
AAGAB,Up,4h
AAK1,Up,4h
AAR2,Up,4h
AARS,Up,4h
AASDHPPT,Up,4h
ABCA2,Up,4h
ABCA3,Up,4h
ABCB1,Up,4h
ABCB10,Up,4h
ABCB7,Up,4h
ABCB9,Up,4h
ABCC1,Up,4h
ABCC3,Up,4h
ABCC4,Up,4h
ABCD3,Up,4h
ABCE1,Up,4h
ABCF1,Up,4h
ABCF2,Up,4h
ABHD10,Up,4h
ABHD13,Up,4h
ABHD14B,Up,4h
ABHD16A,Up,4h
ABHD17B,Up,4h
ABHD2,Up,4h
ABHD3,Up,4h
ABHD4,Up,4h
ABHD5,Up,4h
ABHD6,Up,4h
ABHD8,Up,4h
ABI1,Up,4h
ABI2,Up,4h
ABL1,Up,4h
ABL2,Up,4h
ABR,Up,4h
ABRACL,Up,4h
ABT1,Up,4h
ABTB1,Up,4h
ACAA1,Up,4h
ACAA2,Up,4h
ACACA,Up,4h
ACACB,Up,4h
ACAD11,Up,4h
ACADS,Up,4h
ACAP2,Up,4h
ACAT1,Up,4h
ACBD3,Up,4h
ACBD5,Up,4h
ACBD6,Up,4h
ACE,Up,4h
ACER3,Up,4h
ACKR3,Up,4h
ACLY,Up,4h
ACO1,Up,4h
ACO2,Up,4h
ACOT1,Up,4h
ACOT13,Up,4h
ACOT8,Up,4h
ACOX1,Up,4h
ACOX3,Up,4h
ACP1,Up,4h
ACPP,Up,4h
ACSL1,Up,4h
ACSL3,Up,4h
ACSL5,Up,4h
ACSS2,Up,4h
ACTB,Up,4h
ACTG1,Up,4h
ACTL6A,Up,4h
ACTN1,Up,4h
ACTN4,Up,4h
ACTR10,Up,4h
ACTR1A,Up,4h
ACTR1B,Up,4h
ACTR2,Up,4h
ACTR3,Up,4h
ACTR6,Up,4h
ACTR8,Up,4h
ACVR1,Up,4h
ACVR2A,Up,4h
ACY1,Up,4h
ADA,Up,4h
ADAL,Up,4h
ADAM17,Up,4h
ADAM19,Up,4h
ADAM28,Up,4h
ADAM9,Up,4h
ADAMDEC1,Up,4h
ADAMTS14,Up,4h
ADAMTS2,Up,4h
ADAP2,Up,4h
ADAR,Up,4h
ADCK3,Up,4h
ADCY3,Up,4h
ADCY7,Up,4h
ADCY9,Up,4h
ADD1,Up,4h
ADD2,Up,4h
ADH5,Up,4h
ADI1,Up,4h
ADIPOR2,Up,4h
ADK,Up,4h
ADNP,Up,4h
ADNP2,Up,4h
ADO,Up,4h
ADORA2A,Up,4h
ADORA3,Up,4h
ADPGK,Up,4h
ADPRM,Up,4h
ADRBK1,Up,4h
ADRBK2,Up,4h
ADSL,Up,4h
ADSS,Up,4h
AEN,Up,4h
AFAP1,Up,4h
AFF1,Up,4h
AFF2,Up,4h
AFF4,Up,4h
AFTPH,Up,4h
AGAP3,Up,4h
AGFG1,Up,4h
AGGF1,Up,4h
AGK,Up,4h
AGO1,Up,4h
AGO2,Up,4h
AGO4,Up,4h
AGPAT1,Up,4h
AGPAT2,Up,4h
AGPAT3,Up,4h
AGPAT5,Up,4h
AGPS,Up,4h
AGRN,Up,4h
AGT,Up,4h
AGTPBP1,Up,4h
AHCY,Up,4h
AHCYL1,Up,4h
AHNAK,Up,4h
AHNAK2,Up,4h
AHR,Up,4h
AHSA1,Up,4h
AIDA,Up,4h
AIF1,Up,4h
AIFM1,Up,4h
AIG1,Up,4h
AIM2,Up,4h
AJUBA,Up,4h
AK2,Up,4h
AK3,Up,4h
AK6,Up,4h
AKAP11,Up,4h
AKAP13,Up,4h
AKAP2,Up,4h
AKIRIN1,Up,4h
AKIRIN2,Up,4h
AKR1A1,Up,4h
AKR1B1,Up,4h
AKR7A2,Up,4h
AKT2,Up,4h
AKT3,Up,4h
ALAD,Up,4h
ALAS1,Up,4h
ALDH18A1,Up,4h
ALDH1L2,Up,4h
ALDH3A2,Up,4h
ALDH4A1,Up,4h
ALDH9A1,Up,4h
ALDOA,Up,4h
ALG10,Up,4h
ALG11,Up,4h
ALG13,Up,4h
ALG14,Up,4h
ALG5,Up,4h
ALG6,Up,4h
ALG8,Up,4h
ALKBH6,Up,4h
ALKBH7,Up,4h
ALOX5AP,Up,4h
ALYREF,Up,4h
AMACR,Up,4h
AMD1,Up,4h
AMIGO2,Up,4h
AMMECR1,Up,4h
AMMECR1L,Up,4h
AMN1,Up,4h
AMOTL1,Up,4h
AMZ2,Up,4h
ANAPC1,Up,4h
ANAPC10,Up,4h
ANAPC11,Up,4h
ANAPC13,Up,4h
ANAPC4,Up,4h
ANAPC5,Up,4h
ANAPC7,Up,4h
ANGEL1,Up,4h
ANGEL2,Up,4h
ANK3,Up,4h
ANKFY1,Up,4h
ANKH,Up,4h
ANKHD1,Up,4h
ANKHD1-EIF4EBP3,Up,4h
ANKIB1,Up,4h
ANKRD11,Up,4h
ANKRD12,Up,4h
ANKRD13A,Up,4h
ANKRD17,Up,4h
ANKRD20A3,Up,4h
ANKRD27,Up,4h
ANKRD30BL,Up,4h
ANKRD32,Up,4h
ANKRD36BP1,Up,4h
ANKRD39,Up,4h
ANKRD40,Up,4h
ANKRD44,Up,4h
ANKRD46,Up,4h
ANKRD49,Up,4h
ANKRD52,Up,4h
ANLN,Up,4h
ANO6,Up,4h
ANP32A,Up,4h
ANP32B,Up,4h
ANP32E,Up,4h
ANPEP,Up,4h
ANTXR1,Up,4h
ANTXR2,Up,4h
ANXA1,Up,4h
ANXA11,Up,4h
ANXA2,Up,4h
ANXA4,Up,4h
ANXA5,Up,4h
ANXA6,Up,4h
ANXA7,Up,4h
AOAH,Up,4h
AP1B1,Up,4h
AP1G1,Up,4h
AP1M1,Up,4h
AP1S1,Up,4h
AP1S2,Up,4h
AP2A1,Up,4h
AP2B1,Up,4h
AP2M1,Up,4h
AP2S1,Up,4h
AP3B1,Up,4h
AP3M1,Up,4h
AP3M2,Up,4h
AP3S1,Up,4h
AP4B1,Up,4h
AP4E1,Up,4h
AP5M1,Up,4h
APAF1,Up,4h
APBB1IP,Up,4h
APBB2,Up,4h
APEH,Up,4h
APEX1,Up,4h
APEX2,Up,4h
APH1B,Up,4h
API5,Up,4h
APIP,Up,4h
APLF,Up,4h
APLP2,Up,4h
APMAP,Up,4h
APOA1BP,Up,4h
APOBEC3B,Up,4h
APOBEC3C,Up,4h
APOBEC3G,Up,4h
APOBR,Up,4h
APOC1,Up,4h
APOC2,Up,4h
APOL6,Up,4h
APOPT1,Up,4h
APP,Up,4h
APPL1,Up,4h
APRT,Up,4h
APTX,Up,4h
AQR,Up,4h
AR,Up,4h
ARCN1,Up,4h
AREG,Up,4h
ARF1,Up,4h
ARF4,Up,4h
ARF5,Up,4h
ARF6,Up,4h
ARFGAP3,Up,4h
ARFGEF2,Up,4h
ARHGAP1,Up,4h
ARHGAP11A,Up,4h
ARHGAP15,Up,4h
ARHGAP17,Up,4h
ARHGAP18,Up,4h
ARHGAP19,Up,4h
ARHGAP25,Up,4h
ARHGAP27,Up,4h
ARHGAP31,Up,4h
ARHGDIA,Up,4h
ARHGDIB,Up,4h
ARHGEF11,Up,4h
ARHGEF12,Up,4h
ARHGEF3,Up,4h
ARHGEF35,Up,4h
ARHGEF6,Up,4h
ARID1A,Up,4h
ARID4A,Up,4h
ARID5B,Up,4h
ARIH1,Up,4h
ARL1,Up,4h
ARL13B,Up,4h
ARL14EP,Up,4h
ARL15,Up,4h
ARL2BP,Up,4h
ARL3,Up,4h
ARL4C,Up,4h
ARL5A,Up,4h
ARL5B,Up,4h
ARL6IP1,Up,4h
ARL6IP4,Up,4h
ARL6IP5,Up,4h
ARL8A,Up,4h
ARL8B,Up,4h
ARMC1,Up,4h
ARMC10,Up,4h
ARMC5,Up,4h
ARMC8,Up,4h
ARMCX1,Up,4h
ARMCX3,Up,4h
ARMCX5,Up,4h
ARMCX5-GPRASP2,Up,4h
ARMCX6,Up,4h
ARNT,Up,4h
ARNTL2,Up,4h
ARPC1A,Up,4h
ARPC1B,Up,4h
ARPC2,Up,4h
ARPC3,Up,4h
ARPC4,Up,4h
ARPC5,Up,4h
ARPC5L,Up,4h
ARPP19,Up,4h
ARRB2,Up,4h
ARRDC3,Up,4h
ARRDC4,Up,4h
ARSB,Up,4h
ARSD,Up,4h
ARV1,Up,4h
ASAH1,Up,4h
ASAP1,Up,4h
ASAP2,Up,4h
ASB13,Up,4h
ASB7,Up,4h
ASCC1,Up,4h
ASCC2,Up,4h
ASCC3,Up,4h
ASF1A,Up,4h
ASH2L,Up,4h
ASNS,Up,4h
ASNSD1,Up,4h
ASPM,Up,4h
ASS1,Up,4h
ASXL2,Up,4h
ATAD1,Up,4h
ATAD3B,Up,4h
ATAD5,Up,4h
ATE1,Up,4h
ATF1,Up,4h
ATF4,Up,4h
ATF6,Up,4h
ATF6B,Up,4h
ATF7,Up,4h
ATF7IP,Up,4h
ATG12,Up,4h
ATG14,Up,4h
ATG2A,Up,4h
ATG2B,Up,4h
ATG3,Up,4h
ATG5,Up,4h
ATIC,Up,4h
ATL2,Up,4h
ATL3,Up,4h
ATMIN,Up,4h
ATOX1,Up,4h
ATP10A,Up,4h
ATP10D,Up,4h
ATP11A,Up,4h
ATP11B,Up,4h
ATP11C,Up,4h
ATP13A1,Up,4h
ATP13A2,Up,4h
ATP13A3,Up,4h
ATP1B1,Up,4h
ATP1B3,Up,4h
ATP2A2,Up,4h
ATP2A3,Up,4h
ATP2B4,Up,4h
ATP2C1,Up,4h
ATP5A1,Up,4h
ATP5B,Up,4h
ATP5C1,Up,4h
ATP5E,Up,4h
ATP5F1,Up,4h
ATP5G1,Up,4h
ATP5G2,Up,4h
ATP5G3,Up,4h
ATP5H,Up,4h
ATP5I,Up,4h
ATP5J,Up,4h
ATP5J2,Up,4h
ATP5J2-PTCD1,Up,4h
ATP5L,Up,4h
ATP5O,Up,4h
ATP5S,Up,4h
ATP5SL,Up,4h
ATP6AP2,Up,4h
ATP6V0A2,Up,4h
ATP6V0B,Up,4h
ATP6V0C,Up,4h
ATP6V0E1,Up,4h
ATP6V1A,Up,4h
ATP6V1B2,Up,4h
ATP6V1C1,Up,4h
ATP6V1D,Up,4h
ATP6V1E1,Up,4h
ATP6V1F,Up,4h
ATP6V1G1,Up,4h
ATP6V1H,Up,4h
ATP7A,Up,4h
ATP8A1,Up,4h
ATP8B1,Up,4h
ATP9A,Up,4h
ATPIF1,Up,4h
ATRAID,Up,4h
ATRN,Up,4h
ATXN1,Up,4h
ATXN10,Up,4h
ATXN1L,Up,4h
ATXN2,Up,4h
ATXN2L,Up,4h
ATXN7L3B,Up,4h
AUH,Up,4h
AURKA,Up,4h
AURKAIP1,Up,4h
AVL9,Up,4h
AVPI1,Up,4h
AZI2,Up,4h
AZIN1,Up,4h
AZU1,Up,4h
B2M,Up,4h
B3GALNT2,Up,4h
B3GALT6,Up,4h
B3GALTL,Up,4h
B3GNT2,Up,4h
B3GNTL1,Up,4h
B4GALT1,Up,4h
B4GALT2,Up,4h
B4GALT4,Up,4h
B4GALT5,Up,4h
B9D1,Up,4h
BAALC,Up,4h
BABAM1,Up,4h
BACE1,Up,4h
BACH1,Up,4h
BAG1,Up,4h
BAG2,Up,4h
BAG4,Up,4h
BAG5,Up,4h
BAG6,Up,4h
BAHCC1,Up,4h
BAHD1,Up,4h
BANF1,Up,4h
BARD1,Up,4h
BASP1,Up,4h
BAZ1B,Up,4h
BAZ2A,Up,4h
BBC3,Up,4h
BBIP1,Up,4h
BBS10,Up,4h
BBS4,Up,4h
BBX,Up,4h
BCAP29,Up,4h
BCAR1,Up,4h
BCAS2,Up,4h
BCAS3,Up,4h
BCAT1,Up,4h
BCAT2,Up,4h
BCCIP,Up,4h
BCKDK,Up,4h
BCL10,Up,4h
BCL2A1,Up,4h
BCL2L1,Up,4h
BCL2L11,Up,4h
BCL2L13,Up,4h
BCL3,Up,4h
BCL6,Up,4h
BCL7A,Up,4h
BCL7B,Up,4h
BCOR,Up,4h
BCORL1,Up,4h
BECN1,Up,4h
BET1,Up,4h
BEX4,Up,4h
BFAR,Up,4h
BICD1,Up,4h
BICD2,Up,4h
BID,Up,4h
BIK,Up,4h
BIN1,Up,4h
BIN2,Up,4h
BIRC2,Up,4h
BIRC3,Up,4h
BLCAP,Up,4h
BLM,Up,4h
BLMH,Up,4h
BLOC1S1,Up,4h
BLOC1S2,Up,4h
BLOC1S5-TXNDC5,Up,4h
BLOC1S6,Up,4h
BLVRB,Up,4h
BMF,Up,4h
BMI1,Up,4h
BMP2,Up,4h
BMP6,Up,4h
BMP8B,Up,4h
BMPR2,Up,4h
BMS1,Up,4h
BNIP1,Up,4h
BNIP2,Up,4h
BNIP3,Up,4h
BNIP3L,Up,4h
BOD1,Up,4h
BOLA1,Up,4h
BOLA2,Up,4h
BOLA2B,Up,4h
BOLA3,Up,4h
BPGM,Up,4h
BPTF,Up,4h
BRAP,Up,4h
BRAT1,Up,4h
BRCA1,Up,4h
BRCC3,Up,4h
BRD3,Up,4h
BRD7,Up,4h
BRD8,Up,4h
BRE,Up,4h
BRI3,Up,4h
BRI3BP,Up,4h
BRIX1,Up,4h
BRK1,Up,4h
BROX,Up,4h
BSDC1,Up,4h
BSG,Up,4h
BST2,Up,4h
BTBD1,Up,4h
BTBD2,Up,4h
BTBD6,Up,4h
BTBD7,Up,4h
BTF3,Up,4h
BTF3L4,Up,4h
BTG1,Up,4h
BTG3,Up,4h
BTK,Up,4h
BTN2A1,Up,4h
BTN3A1,Up,4h
BUB1,Up,4h
BUB3,Up,4h
BUD31,Up,4h
BYSL,Up,4h
BZW1,Up,4h
BZW2,Up,4h
C10orf12,Up,4h
C10orf25,Up,4h
C10orf32,Up,4h
C10orf32-ASMT,Up,4h
C10orf88,Up,4h
C11orf1,Up,4h
C11orf24,Up,4h
C11orf31,Up,4h
C11orf54,Up,4h
C11orf57,Up,4h
C11orf73,Up,4h
C11orf83,Up,4h
C11orf84,Up,4h
C12orf10,Up,4h
C12orf29,Up,4h
C12orf4,Up,4h
C12orf45,Up,4h
C12orf49,Up,4h
C12orf57,Up,4h
C12orf73,Up,4h
C14orf1,Up,4h
C14orf119,Up,4h
C14orf166,Up,4h
C14orf2,Up,4h
C14orf28,Up,4h
C15orf39,Up,4h
C15orf41,Up,4h
C15orf57,Up,4h
C16orf45,Up,4h
C16orf54,Up,4h
C16orf58,Up,4h
C16orf62,Up,4h
C16orf70,Up,4h
C16orf72,Up,4h
C16orf87,Up,4h
C16orf91,Up,4h
C17orf49,Up,4h
C17orf58,Up,4h
C17orf89,Up,4h
C18orf21,Up,4h
C18orf25,Up,4h
C18orf32,Up,4h
C19orf12,Up,4h
C19orf25,Up,4h
C19orf48,Up,4h
C19orf52,Up,4h
C19orf53,Up,4h
C19orf60,Up,4h
C19orf70,Up,4h
C1D,Up,4h
C1GALT1,Up,4h
C1GALT1C1,Up,4h
C1orf109,Up,4h
C1orf131,Up,4h
C1orf198,Up,4h
C1orf226,Up,4h
C1orf228,Up,4h
C1orf229,Up,4h
C1orf233,Up,4h
C1orf27,Up,4h
C1orf43,Up,4h
C1orf52,Up,4h
C1orf54,Up,4h
C1orf85,Up,4h
C1orf95,Up,4h
C1QBP,Up,4h
C20orf194,Up,4h
C20orf24,Up,4h
C20orf96,Up,4h
C21orf33,Up,4h
C21orf59,Up,4h
C21orf91,Up,4h
C22orf39,Up,4h
C2CD2L,Up,4h
C2CD5,Up,4h
C2orf16,Up,4h
C2orf42,Up,4h
C2orf43,Up,4h
C2orf44,Up,4h
C2orf47,Up,4h
C2orf69,Up,4h
C2orf74,Up,4h
C3,Up,4h
C3AR1,Up,4h
C3orf14,Up,4h
C3orf17,Up,4h
C3orf38,Up,4h
C3orf58,Up,4h
C3orf80,Up,4h
C4orf29,Up,4h
C4orf3,Up,4h
C5AR1,Up,4h
C5orf15,Up,4h
C5orf20,Up,4h
C5orf22,Up,4h
C5orf24,Up,4h
C5orf51,Up,4h
C6orf1,Up,4h
C6orf120,Up,4h
C6orf136,Up,4h
C6orf211,Up,4h
C6orf48,Up,4h
C6orf57,Up,4h
C6orf62,Up,4h
C6orf89,Up,4h
C7orf13,Up,4h
C7orf25,Up,4h
C7orf26,Up,4h
C7orf49,Up,4h
C7orf60,Up,4h
C7orf73,Up,4h
C8orf33,Up,4h
C8orf58,Up,4h
C8orf59,Up,4h
C9orf16,Up,4h
C9orf40,Up,4h
C9orf41,Up,4h
C9orf69,Up,4h
C9orf72,Up,4h
C9orf78,Up,4h
C9orf85,Up,4h
C9orf89,Up,4h
CA2,Up,4h
CAAP1,Up,4h
CAB39,Up,4h
CACNA1A,Up,4h
CACNA2D4,Up,4h
CACNB4,Up,4h
CACUL1,Up,4h
CACYBP,Up,4h
CAD,Up,4h
CADM1,Up,4h
CALCOCO2,Up,4h
CALHM2,Up,4h
CALM1,Up,4h
CALM2,Up,4h
CALM3,Up,4h
CALML4,Up,4h
CALR,Up,4h
CALU,Up,4h
CAMK1,Up,4h
CAMK2D,Up,4h
CAMK2G,Up,4h
CAMKMT,Up,4h
CAMLG,Up,4h
CAMSAP1,Up,4h
CAMTA1,Up,4h
CAMTA2,Up,4h
CAND1,Up,4h
CANT1,Up,4h
CANX,Up,4h
CAP1,Up,4h
CAPG,Up,4h
CAPN1,Up,4h
CAPN2,Up,4h
CAPN7,Up,4h
CAPRIN1,Up,4h
CAPZA1,Up,4h
CAPZA2,Up,4h
CAPZB,Up,4h
CARD6,Up,4h
CARD8,Up,4h
CARD9,Up,4h
CARM1,Up,4h
CARS,Up,4h
CARS2,Up,4h
CASC4,Up,4h
CASKIN2,Up,4h
CASP1,Up,4h
CASP3,Up,4h
CASP4,Up,4h
CASP7,Up,4h
CASS4,Up,4h
CAST,Up,4h
CAT,Up,4h
CAV1,Up,4h
CBFA2T3,Up,4h
CBFB,Up,4h
CBL,Up,4h
CBLL1,Up,4h
CBR1,Up,4h
CBR3,Up,4h
CBR4,Up,4h
CBS,Up,4h
CBWD1,Up,4h
CBX3,Up,4h
CBX4,Up,4h
CBX5,Up,4h
CC2D1A,Up,4h
CCAR2,Up,4h
CCDC104,Up,4h
CCDC115,Up,4h
CCDC117,Up,4h
CCDC12,Up,4h
CCDC122,Up,4h
CCDC144CP,Up,4h
