Gene,Regulation,Timepoint
COX10-AS1,Down,12h
COX19,Down,12h
COX6B2,Down,12h
CPA4,Down,12h
CPEB2,Down,12h
CPM,Down,12h
CPT1B,Down,12h
CR1,Down,12h
CRAMP1L,Down,12h
CREBZF,Down,12h
CRHR1-IT1,Down,12h
CRIPT,Down,12h
CROCCP3,Down,12h
CROT,Down,12h
CRTC1,Down,12h
CRX,Down,12h
CRYBB2P1,Down,12h
CRYBG3,Down,12h
CRYM-AS1,Down,12h
CSAD,Down,12h
CSF1,Down,12h
CSTF3-AS1,Down,12h
CTBP1-AS,Down,12h
CTBP1-AS2,Down,12h
CTCFL,Down,12h
CTD-2194D22.4,Down,12h
CTD-3080P12.3,Down,12h
CTNS,Down,12h
CTSK,Down,12h
CUL9,Down,12h
CWC25,Down,12h
CWF19L1,Down,12h
CWF19L2,Down,12h
CXADR,Down,12h
CXCL16,Down,12h
CXCR2,Down,12h
CXorf23,Down,12h
CXorf36,Down,12h
CXorf56,Down,12h
CYB5R3,Down,12h
CYP1A2,Down,12h
CYP20A1,Down,12h
CYP21A1P,Down,12h
CYP27A1,Down,12h
CYP27B1,Down,12h
CYP27C1,Down,12h
CYP2B6,Down,12h
CYP2B7P,Down,12h
CYP4F11,Down,12h
CYP4V2,Down,12h
CYP8B1,Down,12h
DAAM1,Down,12h
DAK,Down,12h
DAND5,Down,12h
DBT,Down,12h
DCAF16,Down,12h
DCDC5,Down,12h
DCHS1,Down,12h
DCLRE1C,Down,12h
DCPS,Down,12h
DDI2,Down,12h
DDX11L2,Down,12h
DDX51,Down,12h
DDX60L,Down,12h
DENND1C,Down,12h
DENND6B,Down,12h
DFFA,Down,12h
DFFB,Down,12h
DFNA5,Down,12h
DGCR11,Down,12h
DGCR6,Down,12h
DGKB,Down,12h
DGKH,Down,12h
DHODH,Down,12h
DHRS11,Down,12h
DHRS4-AS1,Down,12h
DHX34,Down,12h
DICER1,Down,12h
DIP2A,Down,12h
DIS3L2,Down,12h
DISC1,Down,12h
DLEU2,Down,12h
DLG5,Down,12h
DLG5-AS1,Down,12h
DLGAP1-AS2,Down,12h
DLX6-AS1,Down,12h
DMBX1,Down,12h
DMC1,Down,12h
DMP1,Down,12h
DMTF1,Down,12h
DMXL2,Down,12h
DNAH1,Down,12h
DNAH17-AS1,Down,12h
DNAJB7,Down,12h
DNAJC18,Down,12h
DNAJC22,Down,12h
DNAJC25-GNG10,Down,12h
DNAJC27-AS1,Down,12h
DNAL1,Down,12h
DNASE1,Down,12h
DNHD1,Down,12h
DNM1,Down,12h
DNM1P35,Down,12h
DNM1P46,Down,12h
DNMBP,Down,12h
DNMT3A,Down,12h
DOCK3,Down,12h
DOCK5,Down,12h
DPF3,Down,12h
DPH3P1,Down,12h
DPPA4,Down,12h
DPY19L1P1,Down,12h
DPY19L2P2,Down,12h
DPY19L3,Down,12h
DSC1,Down,12h
DSG2,Down,12h
DSG3,Down,12h
DSPP,Down,12h
DST,Down,12h
DSTYK,Down,12h
DTD2,Down,12h
DTWD2,Down,12h
DTX2P1-UPK3BP1-PMS2P11,Down,12h
DUSP18,Down,12h
DUSP19,Down,12h
DUXA,Down,12h
DYDC1,Down,12h
DYNC2H1,Down,12h
DZANK1,Down,12h
DZIP1,Down,12h
DZIP1L,Down,12h
ECHDC2,Down,12h
EEA1,Down,12h
EEF1E1-BLOC1S5,Down,12h
EEF2K,Down,12h
EEFSEC,Down,12h
EFCAB11,Down,12h
EHHADH,Down,12h
EID2B,Down,12h
EIF3CL,Down,12h
EIF5A2,Down,12h
ELF4,Down,12h
ELMOD1,Down,12h
ELMOD3,Down,12h
ELMSAN1,Down,12h
ELP4,Down,12h
EME2,Down,12h
EML3,Down,12h
EMP2,Down,12h
EMR4P,Down,12h
EMX2OS,Down,12h
ENAH,Down,12h
ENPP6,Down,12h
ENTHD2,Down,12h
ENTPD1,Down,12h
ENTPD1-AS1,Down,12h
ENTPD3-AS1,Down,12h
ENTPD4,Down,12h
ENTPD7,Down,12h
EP300-AS1,Down,12h
EPB41L4A,Down,12h
EPHA10,Down,12h
EPHA1-AS1,Down,12h
EPN2,Down,12h
EPPIN,Down,12h
ERAP2,Down,12h
ERBB2,Down,12h
ERBB3,Down,12h
ERCC6,Down,12h
ERCC6L2,Down,12h
EREG,Down,12h
ERGIC1,Down,12h
ERN2,Down,12h
ERV3-1,Down,12h
ERVFRD-1,Down,12h
ERVK13-1,Down,12h
ERVV-1,Down,12h
ESPL1,Down,12h
ESRG,Down,12h
ESRP2,Down,12h
ETV5,Down,12h
EVC,Down,12h
EVI2B,Down,12h
EVI5,Down,12h
EVL,Down,12h
EXD3,Down,12h
EXOC3L2,Down,12h
EXOSC6,Down,12h
EXPH5,Down,12h
EZH1,Down,12h
F2R,Down,12h
F2RL3,Down,12h
F5,Down,12h
F8A1,Down,12h
FADS6,Down,12h
FAHD2A,Down,12h
FAHD2B,Down,12h
FAM106A,Down,12h
FAM110B,Down,12h
FAM115C,Down,12h
FAM117B,Down,12h
FAM118A,Down,12h
FAM122C,Down,12h
FAM126B,Down,12h
FAM138D,Down,12h
FAM153C,Down,12h
FAM156A,Down,12h
FAM160B2,Down,12h
FAM168A,Down,12h
FAM172BP,Down,12h
FAM184B,Down,12h
FAM193A,Down,12h
FAM193B,Down,12h
FAM196B,Down,12h
FAM20A,Down,12h
FAM213A,Down,12h
FAM216B,Down,12h
FAM219A,Down,12h
FAM225B,Down,12h
FAM227A,Down,12h
FAM63B,Down,12h
FAM65B,Down,12h
FAM71F2,Down,12h
FAM73A,Down,12h
FAM74A3,Down,12h
FAM74A4,Down,12h
FAM83B,Down,12h
FAM83H,Down,12h
FAM83H-AS1,Down,12h
FAM86B3P,Down,12h
FAM86C1,Down,12h
FAM86DP,Down,12h
FAM92A1P2,Down,12h
FAM98C,Down,12h
FAN1,Down,12h
FAT3,Down,12h
FBLIM1,Down,12h
FBLN1,Down,12h
FBP1,Down,12h
FBXL13,Down,12h
FBXL18,Down,12h
FBXL19-AS1,Down,12h
FBXL2,Down,12h
FBXL20,Down,12h
FBXO10,Down,12h
FBXO17,Down,12h
FBXO27,Down,12h
FBXO44,Down,12h
FBXW4P1,Down,12h
FCAR,Down,12h
FCGBP,Down,12h
FCGR2A,Down,12h
FCHO1,Down,12h
FDPSP2,Down,12h
FECH,Down,12h
FER1L4,Down,12h
FFAR4,Down,12h
FGD2,Down,12h
FGD5P1,Down,12h
FGF5,Down,12h
FGFR2,Down,12h
FHDC1,Down,12h
FILIP1,Down,12h
FIRRE,Down,12h
FKBP14,Down,12h
FKBP1AP1,Down,12h
FKBP5,Down,12h
FKTN,Down,12h
FLJ10038,Down,12h
FLJ12825,Down,12h
FLJ30403,Down,12h
FLJ31104,Down,12h
FLJ31356,Down,12h
FLJ31662,Down,12h
FLJ36777,Down,12h
FLJ41200,Down,12h
FLJ41941,Down,12h
FLJ42102,Down,12h
FLJ42393,Down,12h
FLJ42627,Down,12h
FLJ43681,Down,12h
FLJ43879,Down,12h
FLJ44511,Down,12h
FLT1,Down,12h
FNBP1L,Down,12h
FNBP4,Down,12h
FOSL1,Down,12h
FOSL2,Down,12h
FOXD2-AS1,Down,12h
FOXL2NB,Down,12h
FOXRED1,Down,12h
FOXRED2,Down,12h
FRA10AC1,Down,12h
FRMD4A,Down,12h
FRS3,Down,12h
FRY-AS1,Down,12h
FSIP2,Down,12h
FTX,Down,12h
FUT1,Down,12h
FUT2,Down,12h
FUT6,Down,12h
FXN,Down,12h
FZD3,Down,12h
FZD4,Down,12h
G0S2,Down,12h
G6PC,Down,12h
GAB3,Down,12h
GABRR2,Down,12h
GAL3ST4,Down,12h
GALM,Down,12h
GALNT15,Down,12h
GALNT6,Down,12h
GAREML,Down,12h
GAS6-AS2,Down,12h
GAS8,Down,12h
GATAD1,Down,12h
GATS,Down,12h
GBGT1,Down,12h
GBP4,Down,12h
GBP5,Down,12h
GBP6,Down,12h
GCLM,Down,12h
GCOM1,Down,12h
GDAP2,Down,12h
GDPD1,Down,12h
GDPD2,Down,12h
GEMIN8,Down,12h
GEN1,Down,12h
GFOD2,Down,12h
GGCX,Down,12h
GGT6,Down,12h
GIGYF1,Down,12h
GINS4,Down,12h
GJC1,Down,12h
GK3P,Down,12h
GK5,Down,12h
GLB1L3,Down,12h
GLI1,Down,12h
GLIPR1L2,Down,12h
GLS2,Down,12h
GLTP,Down,12h
GLUD1P3,Down,12h
GLYCTK,Down,12h
GM2A,Down,12h
GMEB1,Down,12h
GNAL,Down,12h
GNB5,Down,12h
GNE,Down,12h
GNG4,Down,12h
GNL3L,Down,12h
GNRH1,Down,12h
GNRHR2,Down,12h
GOLGA2P7,Down,12h
GOLGA3,Down,12h
GOLGA4,Down,12h
GOLGA6L22,Down,12h
GOLGA8A,Down,12h
GOLGA8B,Down,12h
GOLGA8H,Down,12h
GOLGA8I,Down,12h
GOSR1,Down,12h
GP2,Down,12h
GP6,Down,12h
GPATCH1,Down,12h
GPATCH2L,Down,12h
GPCPD1,Down,12h
GPLD1,Down,12h
GPN2,Down,12h
GPR1,Down,12h
GPR110,Down,12h
GPR137,Down,12h
GPR155,Down,12h
GPR1-AS,Down,12h
GPR52,Down,12h
GPR82,Down,12h
GPRIN3,Down,12h
GPT2,Down,12h
GPX8,Down,12h
GRAMD1B,Down,12h
GRAP,Down,12h
GREB1,Down,12h
GRIK1,Down,12h
GRM6,Down,12h
GRTP1,Down,12h
GSDMA,Down,12h
GSDMC,Down,12h
GSG1,Down,12h
GSN-AS1,Down,12h
GSTTP2,Down,12h
GTF2H2B,Down,12h
GTF2H2C,Down,12h
GTF2IRD2B,Down,12h
GTPBP10,Down,12h
GUCA1B,Down,12h
GUSBP11,Down,12h
GUSBP3,Down,12h
GVINP1,Down,12h
H6PD,Down,12h
HAUS3,Down,12h
HAVCR1,Down,12h
HCAR1,Down,12h
HCG18,Down,12h
HDAC10,Down,12h
HERC1,Down,12h
HERC2P10,Down,12h
HERC2P2,Down,12h
HERC2P7,Down,12h
HES2,Down,12h
HHLA3,Down,12h
HIATL2,Down,12h
HIF3A,Down,12h
HILPDA,Down,12h
HIP1,Down,12h
HIPK1-AS1,Down,12h
HIST2H2BA,Down,12h
HKR1,Down,12h
HLA-DOA,Down,12h
HLA-L,Down,12h
HLCS,Down,12h
HLX,Down,12h
HMBOX1,Down,12h
HMGA2,Down,12h
HMGB3P1,Down,12h
HMX3,Down,12h
HNF1A-AS1,Down,12h
HNRNPA1L2,Down,12h
HNRNPU-AS1,Down,12h
HOGA1,Down,12h
HOOK2,Down,12h
HOOK3,Down,12h
HOXA11,Down,12h
HP09025,Down,12h
HPN-AS1,Down,12h
HPSE,Down,12h
HRH4,Down,12h
HSD17B1,Down,12h
HSD17B13,Down,12h
HSD17B7P2,Down,12h
HSD3BP4,Down,12h
HSH2D,Down,12h
HSP90AB4P,Down,12h
HSPA12A,Down,12h
HTATSF1P2,Down,12h
HTR3B,Down,12h
HTRA4,Down,12h
HUNK,Down,12h
HYAL1,Down,12h
HYLS1,Down,12h
HYPK,Down,12h
IAPP,Down,12h
IBA57,Down,12h
ICA1L,Down,12h
ICAM4,Down,12h
ICAM5,Down,12h
ICOSLG,Down,12h
IDO1,Down,12h
IDUA,Down,12h
IFLTD1,Down,12h
IFNLR1,Down,12h
IFT22,Down,12h
IGF1,Down,12h
IKZF3,Down,12h
IL10,Down,12h
IL12RB1,Down,12h
IL17RD,Down,12h
IL18BP,Down,12h
IL21R,Down,12h
IL21R-AS1,Down,12h
ILF3-AS1,Down,12h
IMPDH1,Down,12h
INADL,Down,12h
INCA1,Down,12h
INE1,Down,12h
ING5,Down,12h
INGX,Down,12h
INHBA-AS1,Down,12h
INMT,Down,12h
INO80B-WBP1,Down,12h
INPP4A,Down,12h
INPP5B,Down,12h
IPO5P1,Down,12h
IQCC,Down,12h
IQCH-AS1,Down,12h
IQGAP3,Down,12h
IRAK4,Down,12h
IRF1,Down,12h
IRF2BP2,Down,12h
IRF6,Down,12h
ISPD,Down,12h
ITGAM,Down,12h
ITGAX,Down,12h
ITGB2-AS1,Down,12h
ITIH5,Down,12h
ITPR2,Down,12h
ITPR3,Down,12h
ITSN2,Down,12h
IVD,Down,12h
IYD,Down,12h
JADE1,Down,12h
JAK3,Down,12h
JAKMIP2,Down,12h
JAM2,Down,12h
JARID2,Down,12h
JHDM1D-AS1,Down,12h
JMY,Down,12h
JPX,Down,12h
JRK,Down,12h
KALRN,Down,12h
KANK4,Down,12h
KANTR,Down,12h
KAT6B,Down,12h
KAZN,Down,12h
KBTBD12,Down,12h
KBTBD4,Down,12h
KBTBD6,Down,12h
KCNA3,Down,12h
KCNA7,Down,12h
KCNE4,Down,12h
KCNH4,Down,12h
KCNH6,Down,12h
KCNIP2,Down,12h
KCNIP2-AS1,Down,12h
KCNJ13,Down,12h
KCNJ5,Down,12h
KCNMB3,Down,12h
KCNMB4,Down,12h
KCNQ1OT1,Down,12h
KCNQ4,Down,12h
KCNS1,Down,12h
KCP,Down,12h
KCTD21-AS1,Down,12h
KCTD7,Down,12h
KDM4A-AS1,Down,12h
KDM5D,Down,12h
KDSR,Down,12h
KIAA0319L,Down,12h
KIAA0355,Down,12h
KIAA0408,Down,12h
KIAA0513,Down,12h
KIAA0754,Down,12h
KIAA0825,Down,12h
KIAA0895L,Down,12h
KIAA0947,Down,12h
KIAA1109,Down,12h
KIAA1147,Down,12h
KIAA1161,Down,12h
KIAA1324,Down,12h
KIAA1377,Down,12h
KIAA1456,Down,12h
KIAA1468,Down,12h
KIAA1549,Down,12h
KIAA1614,Down,12h
KIAA1656,Down,12h
KIAA1731,Down,12h
KIAA1751,Down,12h
KIAA1875,Down,12h
KIAA1919,Down,12h
KIAA2026,Down,12h
KIF13A,Down,12h
KIF14,Down,12h
KIF15,Down,12h
KIF18B,Down,12h
KIF3A,Down,12h
KIFC2,Down,12h
KIN,Down,12h
KIR3DX1,Down,12h
KLB,Down,12h
KLF3-AS1,Down,12h
KLF6,Down,12h
KLF7,Down,12h
KLLN,Down,12h
KLRD1,Down,12h
KMT2A,Down,12h
KMT2C,Down,12h
KMT2E,Down,12h
KMT2E-AS1,Down,12h
KRBOX4,Down,12h
KRI1,Down,12h
KRT8,Down,12h
L2HGDH,Down,12h
LAIR1,Down,12h
LAMA2,Down,12h
LAMC2,Down,12h
LARS2-AS1,Down,12h
LAX1,Down,12h
LBX2,Down,12h
LCP2,Down,12h
LCTL,Down,12h
LDHAL6B,Down,12h
LDLRAP1,Down,12h
LEMD1-AS1,Down,12h
LENG8,Down,12h
LENG9,Down,12h
LEPREL4,Down,12h
LETM2,Down,12h
LGMN,Down,12h
LHFPL5,Down,12h
LIAS,Down,12h
LIF,Down,12h
LIFR-AS1,Down,12h
LILRA5,Down,12h
LILRB3,Down,12h
LIMS3L,Down,12h
LIN28A,Down,12h
LINC00092,Down,12h
LINC00094,Down,12h
LINC00114,Down,12h
LINC00265,Down,12h
LINC00269,Down,12h
LINC00294,Down,12h
LINC00310,Down,12h
LINC00311,Down,12h
LINC00327,Down,12h
LINC00330,Down,12h
LINC00342,Down,12h
LINC00346,Down,12h
LINC00368,Down,12h
LINC00472,Down,12h
LINC00476,Down,12h
LINC00477,Down,12h
LINC00483,Down,12h
LINC00501,Down,12h
LINC00506,Down,12h
LINC00507,Down,12h
LINC00514,Down,12h
LINC00547,Down,12h
LINC00574,Down,12h
LINC00578,Down,12h
LINC00598,Down,12h
LINC00599,Down,12h
LINC00637,Down,12h
LINC00641,Down,12h
LINC00649,Down,12h
LINC00652,Down,12h
LINC00663,Down,12h
LINC00665,Down,12h
LINC00670,Down,12h
LINC00671,Down,12h
LINC00672,Down,12h
LINC00678,Down,12h
LINC00696,Down,12h
LINC00700,Down,12h
LINC00839,Down,12h
LINC00854,Down,12h
LINC00864,Down,12h
LINC00889,Down,12h
LINC00894,Down,12h
LINC00900,Down,12h
LINC00907,Down,12h
LINC00908,Down,12h
LINC00910,Down,12h
LINC00921,Down,12h
LINC00923,Down,12h
LINC00924,Down,12h
LINC00926,Down,12h
LINC00941,Down,12h
LINC00958,Down,12h
LINC00963,Down,12h
LINC00964,Down,12h
LINC00965,Down,12h
LINC00967,Down,12h
LINC00970,Down,12h
LINC00992,Down,12h
LINC00996,Down,12h
LINC00999,Down,12h
LINC01000,Down,12h
LINC01001,Down,12h
LINC01004,Down,12h
LINC01012,Down,12h
LINC01057,Down,12h
LINC01087,Down,12h
LINC01099,Down,12h
LINC01105,Down,12h
LINC01122,Down,12h
LINC01125,Down,12h
LINC01134,Down,12h
LINC01136,Down,12h
LINC01138,Down,12h
LINC01158,Down,12h
LINC01160,Down,12h
LINC01180,Down,12h
LINC01204,Down,12h
LINC01205,Down,12h
LINC01207,Down,12h
LINC01209,Down,12h
LINC01212,Down,12h
LINC01226,Down,12h
LINC01239,Down,12h
LINC01247,Down,12h
LINC01252,Down,12h
LINC01289,Down,12h
LINC01299,Down,12h
LINC01347,Down,12h
LINC01355,Down,12h
LINC-PINT,Down,12h
LINGO3,Down,12h
LIX1L,Down,12h
LL22NC01-81G9.3,Down,12h
LLGL1,Down,12h
LMOD3,Down,12h
LMX1B,Down,12h
LNX2,Down,12h
LOC100093631,Down,12h
LOC100101148,Down,12h
LOC100128006,Down,12h
LOC100128176,Down,12h
LOC100128233,Down,12h
LOC100128288,Down,12h
LOC100128398,Down,12h
LOC100128494,Down,12h
LOC100128531,Down,12h
LOC100128573,Down,12h
LOC100128593,Down,12h
LOC100128682,Down,12h
LOC100129034,Down,12h
LOC100129138,Down,12h
LOC100129917,Down,12h
LOC100129935,Down,12h
LOC100129940,Down,12h
LOC100130093,Down,12h
LOC100130451,Down,12h
LOC100130476,Down,12h
LOC100130691,Down,12h
LOC100130744,Down,12h
LOC100130872,Down,12h
LOC100130899,Down,12h
LOC100130954,Down,12h
LOC100131094,Down,12h
LOC100131257,Down,12h
LOC100131347,Down,12h
LOC100131564,Down,12h
LOC100131655,Down,12h
LOC100131691,Down,12h
LOC100132077,Down,12h
LOC100133091,Down,12h
LOC100133331,Down,12h
LOC100134868,Down,12h
LOC100188947,Down,12h
LOC100190986,Down,12h
LOC100268168,Down,12h
LOC100272216,Down,12h
LOC100287015,Down,12h
LOC100287042,Down,12h
LOC100287792,Down,12h
LOC100287846,Down,12h
LOC100288069,Down,12h
LOC100288123,Down,12h
LOC100288162,Down,12h
LOC100288748,Down,12h
LOC100288778,Down,12h
LOC100289019,Down,12h
LOC100289495,Down,12h
LOC100294362,Down,12h
LOC100335030,Down,12h
LOC100499194,Down,12h
LOC100505549,Down,12h
LOC100505776,Down,12h
LOC100505811,Down,12h
LOC100506022,Down,12h
LOC100506023,Down,12h
LOC100506083,Down,12h
LOC100506123,Down,12h
LOC100506127,Down,12h
LOC100506142,Down,12h
LOC100506325,Down,12h
LOC100506385,Down,12h
LOC100506469,Down,12h
LOC100506472,Down,12h
LOC100506551,Down,12h
LOC100506603,Down,12h
LOC100506688,Down,12h
LOC100506730,Down,12h
LOC100506746,Down,12h
LOC100506834,Down,12h
LOC100506860,Down,12h
LOC100507156,Down,12h
LOC100507175,Down,12h
LOC100507373,Down,12h
LOC100507501,Down,12h
LOC100507557,Down,12h
LOC100507577,Down,12h
LOC100630923,Down,12h
LOC100996251,Down,12h
LOC100996291,Down,12h
LOC100996351,Down,12h
LOC100996455,Down,12h
LOC100996669,Down,12h
LOC101409256,Down,12h
LOC101926889,Down,12h
LOC101926897,Down,12h
LOC101926911,Down,12h
LOC101926928,Down,12h
LOC101926960,Down,12h
LOC101926996,Down,12h
LOC101927021,Down,12h
LOC101927051,Down,12h
LOC101927123,Down,12h
LOC101927131,Down,12h
LOC101927132,Down,12h
LOC101927136,Down,12h
LOC101927150,Down,12h
LOC101927166,Down,12h
LOC101927181,Down,12h
LOC101927257,Down,12h
LOC101927274,Down,12h
LOC101927284,Down,12h
LOC101927356,Down,12h
LOC101927374,Down,12h
LOC101927415,Down,12h
LOC101927438,Down,12h
LOC101927476,Down,12h
LOC101927550,Down,12h
LOC101927587,Down,12h
LOC101927621,Down,12h
LOC101927666,Down,12h
LOC101927678,Down,12h
LOC101927740,Down,12h
LOC101927770,Down,12h
LOC101927796,Down,12h
LOC101927797,Down,12h
LOC101927844,Down,12h
LOC101927884,Down,12h
LOC101927905,Down,12h
LOC101927919,Down,12h
LOC101927924,Down,12h
LOC101928020,Down,12h
LOC101928053,Down,12h
LOC101928068,Down,12h
LOC101928103,Down,12h
LOC101928104,Down,12h
LOC101928113,Down,12h
LOC101928137,Down,12h
LOC101928174,Down,12h
LOC101928241,Down,12h
LOC101928243,Down,12h
LOC101928254,Down,12h
LOC101928269,Down,12h
LOC101928303,Down,12h
LOC101928336,Down,12h
LOC101928363,Down,12h
LOC101928372,Down,12h
LOC101928378,Down,12h
LOC101928401,Down,12h
LOC101928446,Down,12h
LOC101928514,Down,12h
LOC101928539,Down,12h
LOC101928567,Down,12h
LOC101928580,Down,12h
LOC101928597,Down,12h
LOC101928600,Down,12h
LOC101928700,Down,12h
LOC101928738,Down,12h
LOC101928847,Down,12h
LOC101928855,Down,12h
LOC101928936,Down,12h
LOC101928992,Down,12h
LOC101929010,Down,12h
LOC101929057,Down,12h
LOC101929059,Down,12h
LOC101929086,Down,12h
LOC101929144,Down,12h
LOC101929173,Down,12h
LOC101929181,Down,12h
LOC101929224,Down,12h
LOC101929259,Down,12h
LOC101929295,Down,12h
LOC101929380,Down,12h
LOC101929420,Down,12h
LOC101929486,Down,12h
LOC101929549,Down,12h
LOC101929567,Down,12h
LOC101929586,Down,12h
LOC101929631,Down,12h
LOC101929645,Down,12h
LOC101929680,Down,12h
LOC101929694,Down,12h
LOC101929698,Down,12h
LOC102467081,Down,12h
LOC102723769,Down,12h
LOC102724814,Down,12h
LOC102724927,Down,12h
LOC146880,Down,12h
LOC150776,Down,12h
LOC150935,Down,12h
LOC151475,Down,12h
LOC155060,Down,12h
LOC157273,Down,12h
LOC257396,Down,12h
LOC283299,Down,12h
LOC283335,Down,12h
LOC283575,Down,12h
LOC283683,Down,12h
LOC283693,Down,12h
LOC283731,Down,12h
LOC283922,Down,12h
LOC284023,Down,12h
LOC284379,Down,12h
LOC284454,Down,12h
LOC284578,Down,12h
LOC284581,Down,12h
LOC284757,Down,12h
LOC284865,Down,12h
LOC284950,Down,12h
LOC285696,Down,12h
LOC286177,Down,12h
LOC286190,Down,12h
LOC286359,Down,12h
LOC286367,Down,12h
LOC286437,Down,12h
LOC339059,Down,12h
LOC339166,Down,12h
LOC339803,Down,12h
LOC344967,Down,12h
LOC389641,Down,12h
LOC391322,Down,12h
LOC400548,Down,12h
LOC400655,Down,12h
LOC400891,Down,12h
LOC400958,Down,12h
LOC401052,Down,12h
LOC401320,Down,12h
LOC440028,Down,12h
LOC440300,Down,12h
LOC440434,Down,12h
LOC440600,Down,12h
LOC441081,Down,12h
LOC441666,Down,12h
LOC494141,Down,12h
LOC54944,Down,12h
LOC553103,Down,12h
LOC606724,Down,12h
LOC641367,Down,12h
LOC641515,Down,12h
LOC642236,Down,12h
LOC642852,Down,12h
LOC643406,Down,12h
LOC643623,Down,12h
LOC643770,Down,12h
LOC644669,Down,12h
LOC644919,Down,12h
LOC646214,Down,12h
LOC646471,Down,12h
LOC648691,Down,12h
LOC652276,Down,12h
LOC727751,Down,12h
LOC727896,Down,12h
LOC728613,Down,12h
LOC728730,Down,12h
LOC728752,Down,12h
LOC729159,Down,12h
LOC729218,Down,12h
LOC729603,Down,12h
LOC729732,Down,12h
LOC729737,Down,12h
LOC729987,Down,12h
LOC731424,Down,12h
LOC90834,Down,12h
LOH12CR2,Down,12h
LPAL2,Down,12h
LPAR2,Down,12h
LPCAT3,Down,12h
LPIN1,Down,12h
LPIN3,Down,12h
LPP,Down,12h
LRAT,Down,12h
LRBA,Down,12h
LRIG2,Down,12h
LRP2BP,Down,12h
LRRC18,Down,12h
LRRC2,Down,12h
LRRC24,Down,12h
LRRC27,Down,12h
LRRC37A2,Down,12h
LRRC37A4P,Down,12h
LRRC47,Down,12h
LRRC49,Down,12h
LRRC57,Down,12h
LRRC75A,Down,12h
LRRC8E,Down,12h
LRRN4CL,Down,12h
LRRTM2,Down,12h
LRSAM1,Down,12h
LRTOMT,Down,12h
LSR,Down,12h
LTB4R,Down,12h
LUCAT1,Down,12h
LURAP1,Down,12h
LUZP2,Down,12h
LY6G5B,Down,12h
LYRM7,Down,12h
LYRM9,Down,12h
LYSMD1,Down,12h
LYSMD4,Down,12h
LYST,Down,12h
MAB21L3,Down,12h
MACC1,Down,12h
MACF1,Down,12h
MACROD1,Down,12h
MAF,Down,12h
MAGEA10,Down,12h
MAGEB10,Down,12h
MAGI2-AS3,Down,12h
MALAT1,Down,12h
MAMDC4,Down,12h
MAML2,Down,12h
MAN1B1-AS1,Down,12h
MAP1LC3C,Down,12h
MAP3K12,Down,12h
MAP3K13,Down,12h
MAP3K9,Down,12h
MAP7D3,Down,12h
MAPK13,Down,12h
MAPK8IP3,Down,12h
MARVELD3,Down,12h
MAVS,Down,12h
MBD5,Down,12h
MBD6,Down,12h
MBOAT2,Down,12h
MC2R,Down,12h
MCC,Down,12h
MCF2L2,Down,12h
MCM3AP-AS1,Down,12h
MCMDC2,Down,12h
MCOLN2,Down,12h
MCTS2P,Down,12h
MDM4,Down,12h
MED13L,Down,12h
MED15,Down,12h
MED15P9,Down,12h
MED19,Down,12h
MEF2B,Down,12h
MEFV,Down,12h
METTL20,Down,12h
METTL21A,Down,12h
METTL2A,Down,12h
METTL2B,Down,12h
METTL8,Down,12h
MFSD4,Down,12h
MGAM,Down,12h
MGC12916,Down,12h
MGC16142,Down,12h
MGC16275,Down,12h
MGC27345,Down,12h
MGC57346,Down,12h
MGEA5,Down,12h
MIA3,Down,12h
MINOS1P1,Down,12h
MIR17HG,Down,12h
MIR202HG,Down,12h
MIR210HG,Down,12h
MIR600HG,Down,12h
MIR6723,Down,12h
MIRLET7BHG,Down,12h
MIRLET7DHG,Down,12h
MIXL1,Down,12h
MKRN2OS,Down,12h
MLANA,Down,12h
MLLT4,Down,12h
MLXIP,Down,12h
MLXIPL,Down,12h
MMAB,Down,12h
MMACHC,Down,12h
MMD2,Down,12h
MMP19,Down,12h
MMP24,Down,12h
MMP24-AS1,Down,12h
MNT,Down,12h
MOBP,Down,12h
MOCS3,Down,12h
MOG,Down,12h
MOK,Down,12h
MON2,Down,12h
MORC2-AS1,Down,12h
MORN4,Down,12h
MPHOSPH8,Down,12h
MPI,Down,12h
MPL,Down,12h
MPP7,Down,12h
MPPE1,Down,12h
MPZ,Down,12h
MPZL3,Down,12h
MREG,Down,12h
MRGPRX3,Down,12h
MRI1,Down,12h
MRO,Down,12h
MROH7-TTC4,Down,12h
MRPL30,Down,12h
MRPS25,Down,12h
MRPS31P5,Down,12h
MRS2P2,Down,12h
MS4A10,Down,12h
MS4A2,Down,12h
MSS51,Down,12h
MST1,Down,12h
MTA1,Down,12h
MTAP,Down,12h
MTFMT,Down,12h
MTHFD2P1,Down,12h
MTHFR,Down,12h
MTMR3,Down,12h
MTMR7,Down,12h
MTRNR2L1,Down,12h
MTRNR2L10,Down,12h
MTRNR2L4,Down,12h
MTRNR2L5,Down,12h
MTRNR2L9,Down,12h
MTX3,Down,12h
MYADM,Down,12h
MYC,Down,12h
MYCBP,Down,12h
MYCBP2,Down,12h
MYCL,Down,12h
MYEF2,Down,12h
MYH11,Down,12h
MYLK3,Down,12h
MYO15B,Down,12h
MYO3B,Down,12h
MYO5C,Down,12h
MZF1,Down,12h
N4BP2L2-IT2,Down,12h
NAA16,Down,12h
NAA40,Down,12h
NABP1,Down,12h
NAIP,Down,12h
NAP1L6,Down,12h
NAT6,Down,12h
NBPF1,Down,12h
