lncRNA,miRNA,mRNA,lncRNA_log2FC,mRNA_log2FC
SFPQ,hsa-miR-139-3p,TGIF2,-2.46731524,-2.2970062715485
SFPQ,hsa-miR-139-3p,TGIF2,-3.59643587,-2.2970062715485
SFPQ,hsa-miR-139-3p,TGIF2,3.66390598,-2.2970062715485
SFPQ,hsa-miR-139-3p,ITM2B,-2.46731524,44.629777388366
SFPQ,hsa-miR-139-3p,ITM2B,-3.59643587,44.629777388366
SFPQ,hsa-miR-139-3p,ITM2B,3.66390598,44.629777388366
SFPQ,hsa-miR-139-3p,MFSD6,-2.46731524,8.9798012474585
SFPQ,hsa-miR-139-3p,MFSD6,-3.59643587,8.9798012474585
SFPQ,hsa-miR-139-3p,MFSD6,3.66390598,8.9798012474585
SFPQ,hsa-miR-139-3p,ADIPOR2,-2.46731524,6.6011196919023
SFPQ,hsa-miR-139-3p,ADIPOR2,-3.59643587,6.6011196919023
SFPQ,hsa-miR-139-3p,ADIPOR2,3.66390598,6.6011196919023
SFPQ,hsa-miR-139-3p,GLO1,-2.46731524,67.204889189496
SFPQ,hsa-miR-139-3p,GLO1,-3.59643587,67.204889189496
SFPQ,hsa-miR-139-3p,GLO1,3.66390598,67.204889189496
SFPQ,hsa-miR-139-3p,MAST4,-2.46731524,-4.1484125825398
SFPQ,hsa-miR-139-3p,MAST4,-3.59643587,-4.1484125825398
SFPQ,hsa-miR-139-3p,MAST4,3.66390598,-4.1484125825398
SFPQ,hsa-miR-139-3p,UBE2Z,-2.46731524,-5.356384992697
SFPQ,hsa-miR-139-3p,UBE2Z,-3.59643587,-5.356384992697
SFPQ,hsa-miR-139-3p,UBE2Z,3.66390598,-5.356384992697
SFPQ,hsa-miR-139-3p,INSIG1,-2.46731524,-12.377993780555
LTBP3,hsa-miR-149-3p,PSAP,3.6120098,-223.46486414197
LTBP3,hsa-miR-149-3p,PSAP,-160.547308,-223.46486414197
LTBP3,hsa-miR-149-3p,PSAP,-1.912763122,-223.46486414197
LTBP3,hsa-miR-149-3p,YWHAE,3.6120098,44.73589208478
LTBP3,hsa-miR-149-3p,YWHAE,-160.547308,44.73589208478
LTBP3,hsa-miR-149-3p,YWHAE,-1.912763122,44.73589208478
LTBP3,hsa-miR-149-3p,MKNK2,3.6120098,-13.403518879002
LTBP3,hsa-miR-149-3p,MKNK2,-160.547308,-13.403518879002
LTBP3,hsa-miR-149-3p,MKNK2,-1.912763122,-13.403518879002
LTBP3,hsa-miR-149-3p,KHSRP,3.6120098,4.111892498762
LTBP3,hsa-miR-149-3p,KHSRP,-160.547308,4.111892498762
LTBP3,hsa-miR-149-3p,KHSRP,-1.912763122,4.111892498762
LTBP3,hsa-miR-149-3p,FGFR1,3.6120098,-6.693029837262
LTBP3,hsa-miR-149-3p,FGFR1,-160.547308,-6.693029837262
LTBP3,hsa-miR-149-3p,FGFR1,-1.912763122,-6.693029837262
LTBP3,hsa-miR-149-3p,GPC1,3.6120098,5.043145226741
LTBP3,hsa-miR-149-3p,GPC1,-160.547308,5.043145226741
LTBP3,hsa-miR-149-3p,GPC1,-1.912763122,5.043145226741
LTBP3,hsa-miR-149-3p,DEDD,3.6120098,-1.31353868693481
LTBP3,hsa-miR-149-3p,DEDD,-160.547308,-1.31353868693481
LTBP3,hsa-miR-149-3p,DEDD,-1.912763122,-1.31353868693481
LTBP3,hsa-miR-149-3p,AGO2,3.6120098,14.126982804938
LTBP3,hsa-miR-149-3p,AGO2,-160.547308,14.126982804938
LTBP3,hsa-miR-149-3p,AGO2,-1.912763122,14.126982804938
LTBP3,hsa-miR-149-3p,BCL2L2,3.6120098,-8.2652069235551
LTBP3,hsa-miR-149-3p,BCL2L2,-160.547308,-8.2652069235551
LTBP3,hsa-miR-149-3p,BCL2L2,-1.912763122,-8.2652069235551
LTBP3,hsa-miR-149-3p,CALR,3.6120098,277.03878971171
LTBP3,hsa-miR-149-3p,CALR,-160.547308,277.03878971171
LTBP3,hsa-miR-149-3p,CALR,-1.912763122,277.03878971171
LTBP3,hsa-miR-149-3p,DDX6,3.6120098,50.592680885665
LTBP3,hsa-miR-149-3p,DDX6,-160.547308,50.592680885665
LTBP3,hsa-miR-149-3p,DDX6,-1.912763122,50.592680885665
LTBP3,hsa-miR-149-3p,CDKN1B,3.6120098,4.8108317740464
LTBP3,hsa-miR-149-3p,CDKN1B,-160.547308,4.8108317740464
LTBP3,hsa-miR-149-3p,CDKN1B,-1.912763122,4.8108317740464
LTBP3,hsa-miR-149-3p,NR1H2,3.6120098,-4.5978175460788
LTBP3,hsa-miR-149-3p,NR1H2,-160.547308,-4.5978175460788
LTBP3,hsa-miR-149-3p,NR1H2,-1.912763122,-4.5978175460788
LTBP3,hsa-miR-149-3p,STMN1,3.6120098,17.6358459380996
LTBP3,hsa-miR-149-3p,STMN1,-160.547308,17.6358459380996
LTBP3,hsa-miR-149-3p,STMN1,-1.912763122,17.6358459380996
LTBP3,hsa-miR-149-3p,ALDOA,3.6120098,98.2177119436599
LTBP3,hsa-miR-149-3p,ALDOA,-160.547308,98.2177119436599
LTBP3,hsa-miR-149-3p,ALDOA,-1.912763122,98.2177119436599
LTBP3,hsa-miR-149-3p,RNF38,3.6120098,4.4718552053017
LTBP3,hsa-miR-149-3p,RNF38,-160.547308,4.4718552053017
LTBP3,hsa-miR-149-3p,RNF38,-1.912763122,4.4718552053017
LTBP3,hsa-miR-149-3p,BTG2,3.6120098,-45.278888316979
LTBP3,hsa-miR-149-3p,BTG2,-160.547308,-45.278888316979
LTBP3,hsa-miR-149-3p,BTG2,-1.912763122,-45.278888316979
LTBP3,hsa-miR-149-3p,NISCH,3.6120098,-5.4521834493594
LTBP3,hsa-miR-149-3p,NISCH,-160.547308,-5.4521834493594
LTBP3,hsa-miR-149-3p,NISCH,-1.912763122,-5.4521834493594
LTBP3,hsa-miR-149-3p,RPL15,3.6120098,171.102184613419
LTBP3,hsa-miR-149-3p,RPL15,-160.547308,171.102184613419
LTBP3,hsa-miR-149-3p,RPL15,-1.912763122,171.102184613419
LTBP3,hsa-miR-149-3p,TOP1,3.6120098,14.3773397461369
LTBP3,hsa-miR-149-3p,TOP1,-160.547308,14.3773397461369
LTBP3,hsa-miR-149-3p,TOP1,-1.912763122,14.3773397461369
LTBP3,hsa-miR-149-3p,GGCX,3.6120098,-7.2394114751349
LTBP3,hsa-miR-149-3p,GGCX,-160.547308,-7.2394114751349
LTBP3,hsa-miR-149-3p,GGCX,-1.912763122,-7.2394114751349
LTBP3,hsa-miR-149-3p,IRAK3,3.6120098,-1.2175851931666
LTBP3,hsa-miR-149-3p,IRAK3,-160.547308,-1.2175851931666
LTBP3,hsa-miR-149-3p,IRAK3,-1.912763122,-1.2175851931666
LTBP3,hsa-miR-149-3p,PDK2,3.6120098,-3.8935035975345
LTBP3,hsa-miR-149-3p,PDK2,-160.547308,-3.8935035975345
LTBP3,hsa-miR-149-3p,PDK2,-1.912763122,-3.8935035975345
LTBP3,hsa-miR-149-3p,RAB7A,3.6120098,36.8352755002
LTBP3,hsa-miR-149-3p,RAB7A,-160.547308,36.8352755002
LTBP3,hsa-miR-149-3p,RAB7A,-1.912763122,36.8352755002
LTBP3,hsa-miR-149-3p,SCD,3.6120098,28.063666086932
LTBP3,hsa-miR-149-3p,SCD,-160.547308,28.063666086932
LTBP3,hsa-miR-149-3p,SCD,-1.912763122,28.063666086932
LTBP3,hsa-miR-149-3p,PPARD,3.6120098,-69.476939633548
LTBP3,hsa-miR-149-3p,PPARD,-160.547308,-69.476939633548
LTBP3,hsa-miR-149-3p,PPARD,-1.912763122,-69.476939633548
LTBP3,hsa-miR-149-3p,MINK1,3.6120098,9.7296996431552
LTBP3,hsa-miR-149-3p,MINK1,-160.547308,9.7296996431552
LTBP3,hsa-miR-149-3p,MINK1,-1.912763122,9.7296996431552
LTBP3,hsa-miR-149-3p,MYH9,3.6120098,111.35781554354
LTBP3,hsa-miR-149-3p,MYH9,-160.547308,111.35781554354
LTBP3,hsa-miR-149-3p,MYH9,-1.912763122,111.35781554354
LTBP3,hsa-miR-149-3p,UBE2N,3.6120098,17.2423019372262
LTBP3,hsa-miR-149-3p,UBE2N,-160.547308,17.2423019372262
LTBP3,hsa-miR-149-3p,UBE2N,-1.912763122,17.2423019372262
LTBP3,hsa-miR-149-3p,RBM8A,3.6120098,4.594564822579
LTBP3,hsa-miR-149-3p,RBM8A,-160.547308,4.594564822579
LTBP3,hsa-miR-149-3p,RBM8A,-1.912763122,4.594564822579
LTBP3,hsa-miR-149-3p,PGPEP1,3.6120098,-63.42494560762
LTBP3,hsa-miR-149-3p,PGPEP1,-160.547308,-63.42494560762
LTBP3,hsa-miR-149-3p,PGPEP1,-1.912763122,-63.42494560762
LTBP3,hsa-miR-149-3p,GSK3A,3.6120098,-3.9562691795002
LTBP3,hsa-miR-149-3p,GSK3A,-160.547308,-3.9562691795002
LTBP3,hsa-miR-149-3p,GSK3A,-1.912763122,-3.9562691795002
LTBP3,hsa-miR-149-3p,MLLT1,3.6120098,3.3225672343884
LTBP3,hsa-miR-149-3p,MLLT1,-160.547308,3.3225672343884
LTBP3,hsa-miR-149-3p,MLLT1,-1.912763122,3.3225672343884
LTBP3,hsa-miR-149-3p,NCKIPSD,3.6120098,-4.4962151692328
RNF146,hsa-mir-193a-3p/193b,HMGB1,-1.482232489,47.871688659466
RNF146,hsa-mir-193a-3p/193b,HMGB1,6.01313145,47.871688659466
RNF146,hsa-mir-193a-3p/193b,HMGB1,1.678804796,47.871688659466
RNF146,hsa-mir-193a-3p/193b,AK2,-1.482232489,14.477060448572
RNF146,hsa-mir-193a-3p/193b,AK2,6.01313145,14.477060448572
RNF146,hsa-mir-193a-3p/193b,AK2,1.678804796,14.477060448572
RNF146,hsa-mir-193a-3p/193b,AURKA,-1.482232489,4.55027390596329
RNF146,hsa-mir-193a-3p/193b,AURKA,6.01313145,4.55027390596329
RNF146,hsa-mir-193a-3p/193b,AURKA,1.678804796,4.55027390596329
RNF146,hsa-mir-193a-3p/193b,CDK12,-1.482232489,19.2492899133185
RNF146,hsa-mir-193a-3p/193b,CDK12,6.01313145,19.2492899133185
RNF146,hsa-mir-193a-3p/193b,CDK12,1.678804796,19.2492899133185
RNF146,hsa-mir-193a-3p/193b,CEBPA,-1.482232489,2.67976506151101
RNF146,hsa-mir-193a-3p/193b,CEBPA,6.01313145,2.67976506151101
RNF146,hsa-mir-193a-3p/193b,CEBPA,1.678804796,2.67976506151101
RNF146,hsa-mir-193a-3p/193b,CPSF2,-1.482232489,21.6750064135921
RNF146,hsa-mir-193a-3p/193b,CPSF2,6.01313145,21.6750064135921
RNF146,hsa-mir-193a-3p/193b,CPSF2,1.678804796,21.6750064135921
RNF146,hsa-mir-193a-3p/193b,DCTN5,-1.482232489,11.238326312343
RNF146,hsa-mir-193a-3p/193b,DCTN5,6.01313145,11.238326312343
RNF146,hsa-mir-193a-3p/193b,DCTN5,1.678804796,11.238326312343
RNF146,hsa-mir-193a-3p/193b,KMT2A,-1.482232489,-5.4205652078349
RNF146,hsa-mir-193a-3p/193b,KMT2A,6.01313145,-5.4205652078349
RNF146,hsa-mir-193a-3p/193b,KMT2A,1.678804796,-5.4205652078349
RNF146,hsa-mir-193a-3p/193b,LYST,-1.482232489,-120.761766628219
RNF146,hsa-mir-193a-3p/193b,LYST,6.01313145,-120.761766628219
RNF146,hsa-mir-193a-3p/193b,LYST,1.678804796,-120.761766628219
RNF146,hsa-mir-193a-3p/193b,RPL35A,-1.482232489,58.042519527693
RNF146,hsa-mir-193a-3p/193b,RPL35A,6.01313145,58.042519527693
RNF146,hsa-mir-193a-3p/193b,RPL35A,1.678804796,58.042519527693
RNF146,hsa-mir-193a-3p/193b,SEMA3D,-1.482232489,1.6166608343273
RNF146,hsa-mir-193a-3p/193b,SEMA3D,6.01313145,1.6166608343273
RNF146,hsa-mir-193a-3p/193b,SEMA3D,1.678804796,1.6166608343273
RNF146,hsa-mir-193a-3p/193b,SMN2,-1.482232489,9.28280422213807
RNF146,hsa-mir-193a-3p/193b,SMN2,6.01313145,9.28280422213807
RNF146,hsa-mir-193a-3p/193b,SMN2,1.678804796,9.28280422213807
RNF146,hsa-mir-193a-3p/193b,SNRPB2,-1.482232489,2.2715475384227
RNF146,hsa-mir-193a-3p/193b,SNRPB2,6.01313145,2.2715475384227
RNF146,hsa-mir-193a-3p/193b,SNRPB2,1.678804796,2.2715475384227
RNF146,hsa-mir-193a-3p/193b,STIP1,-1.482232489,-14.523537324039
RNF146,hsa-mir-193a-3p/193b,STIP1,6.01313145,-14.523537324039
RNF146,hsa-mir-193a-3p/193b,STIP1,1.678804796,-14.523537324039
RNF146,hsa-mir-193a-3p/193b,TAPT1,-1.482232489,4.8783838853983
RNF146,hsa-mir-193a-3p/193b,TAPT1,6.01313145,4.8783838853983
RNF146,hsa-mir-193a-3p/193b,TAPT1,1.678804796,4.8783838853983
RNF146,hsa-mir-193a-3p/193b,TUT1,-1.482232489,-2.898267345682
RNF146,hsa-mir-193a-3p/193b,TUT1,6.01313145,-2.898267345682
RNF146,hsa-mir-193a-3p/193b,TUT1,1.678804796,-2.898267345682
RNF146,hsa-mir-193a-3p/193b,ZC3H7B,-1.482232489,-6.5458052189495
RNF146,hsa-mir-193a-3p/193b,ZC3H7B,6.01313145,-6.5458052189495
RNF146,hsa-mir-193a-3p/193b,ZC3H7B,1.678804796,-6.5458052189495
ATXN3,hsa-miR-106a-3p,CALM2,3.013714431,79.930067338246
ATXN3,hsa-miR-106a-3p,CALM2,-2.366382365,79.930067338246
ATXN3,hsa-miR-106a-3p,CALM2,1.43054906,79.930067338246
ATXN3,hsa-miR-106a-3p,APC,3.013714431,2.068460027521
ATXN3,hsa-miR-106a-3p,APC,-2.366382365,2.068460027521
ATXN3,hsa-miR-106a-3p,APC,1.43054906,2.068460027521
ATXN3,hsa-miR-106a-3p,RPS27A,3.013714431,123.884635617225
ATXN3,hsa-miR-106a-3p,RPS27A,-2.366382365,123.884635617225
ATXN3,hsa-miR-106a-3p,RPS27A,1.43054906,123.884635617225
ATXN3,hsa-miR-106a-3p,IRS2,3.013714431,13.3680200458664
ATXN3,hsa-miR-106a-3p,IRS2,-2.366382365,13.3680200458664
ATXN3,hsa-miR-106a-3p,IRS2,1.43054906,13.3680200458664
ATXN3,hsa-miR-106a-3p,SESN3,3.013714431,3.1564329140334
ATXN3,hsa-miR-106a-3p,SESN3,-2.366382365,3.1564329140334
ATXN3,hsa-miR-106a-3p,SESN3,1.43054906,3.1564329140334
ATXN3,hsa-miR-106a-3p,DDX3X,3.013714431,73.775449684831
ATXN3,hsa-miR-106a-3p,DDX3X,-2.366382365,73.775449684831
ATXN3,hsa-miR-106a-3p,DDX3X,1.43054906,73.775449684831
ATXN3,hsa-miR-106a-3p,TPRG1L,3.013714431,4.7007948318601
ATXN3,hsa-miR-106a-3p,TPRG1L,-2.366382365,4.7007948318601
ATXN3,hsa-miR-106a-3p,TPRG1L,1.43054906,4.7007948318601
ATXN3,hsa-miR-106a-3p,FKBP1A,3.013714431,7.55253785814581
ATXN3,hsa-miR-106a-3p,FKBP1A,-2.366382365,7.55253785814581
ATXN3,hsa-miR-106a-3p,FKBP1A,1.43054906,7.55253785814581
ATXN3,hsa-miR-106a-3p,ARID5B,3.013714431,-2.11741637088659
ATXN3,hsa-miR-106a-3p,ARID5B,-2.366382365,-2.11741637088659
ATXN3,hsa-miR-106a-3p,ARID5B,1.43054906,-2.11741637088659
ATXN3,hsa-miR-106a-3p,TMBIM6,3.013714431,44.5603852567639
ATXN3,hsa-miR-106a-3p,TMBIM6,-2.366382365,44.5603852567639
ATXN3,hsa-miR-106a-3p,TMBIM6,1.43054906,44.5603852567639
ATXN3,hsa-miR-106a-3p,HSPA8,3.013714431,602.42958590127
ATXN3,hsa-miR-106a-3p,HSPA8,-2.366382365,602.42958590127
ATXN3,hsa-miR-106a-3p,HSPA8,1.43054906,602.42958590127
ATXN3,hsa-miR-106a-3p,AZIN1,3.013714431,31.150935565174
ATXN3,hsa-miR-106a-3p,AZIN1,-2.366382365,31.150935565174
ATXN3,hsa-miR-106a-3p,AZIN1,1.43054906,31.150935565174
ATXN3,hsa-miR-106a-3p,BCL2L2,3.013714431,-8.2652069235551
ATXN3,hsa-miR-106a-3p,BCL2L2,-2.366382365,-8.2652069235551
ATXN3,hsa-miR-106a-3p,BCL2L2,1.43054906,-8.2652069235551
ATXN3,hsa-miR-106a-3p,ELK4,3.013714431,3.1554135933141
ATXN3,hsa-miR-106a-3p,ELK4,-2.366382365,3.1554135933141
ATXN3,hsa-miR-106a-3p,ELK4,1.43054906,3.1554135933141
ATXN3,hsa-miR-106a-3p,EIF4A2,3.013714431,8.36245780770599
ATXN3,hsa-miR-106a-3p,EIF4A2,-2.366382365,8.36245780770599
ATXN3,hsa-miR-106a-3p,EIF4A2,1.43054906,8.36245780770599
ATXN3,hsa-miR-106a-3p,MSMO1,3.013714431,5.2336017167125
ATXN3,hsa-miR-106a-3p,MSMO1,-2.366382365,5.2336017167125
ATXN3,hsa-miR-106a-3p,MSMO1,1.43054906,5.2336017167125
ATXN3,hsa-miR-106a-3p,ZNF354B,3.013714431,-1.50277916492162
ATXN3,hsa-miR-106a-3p,ZNF354B,-2.366382365,-1.50277916492162
ATXN3,hsa-miR-106a-3p,ZNF354B,1.43054906,-1.50277916492162
ATXN3,hsa-miR-106a-3p,KLHL15,3.013714431,1.5815117996389
ATXN3,hsa-miR-106a-3p,KLHL15,-2.366382365,1.5815117996389
ATXN3,hsa-miR-106a-3p,KLHL15,1.43054906,1.5815117996389
ATXN3,hsa-miR-106a-3p,URI1,3.013714431,10.258818767816
ATXN3,hsa-miR-106a-3p,URI1,-2.366382365,10.258818767816
ATXN3,hsa-miR-106a-3p,URI1,1.43054906,10.258818767816
ATXN3,hsa-miR-106a-3p,MMD,3.013714431,4.541839340623
ATXN3,hsa-miR-106a-3p,MMD,-2.366382365,4.541839340623
ATXN3,hsa-miR-106a-3p,MMD,1.43054906,4.541839340623
ATXN3,hsa-miR-106a-3p,ZFP91,3.013714431,9.35310422143701
ATXN3,hsa-miR-106a-3p,ZFP91,-2.366382365,9.35310422143701
ATXN3,hsa-miR-106a-3p,ZFP91,1.43054906,9.35310422143701
ATXN3,hsa-miR-106a-3p,PHGDH,3.013714431,-10.3197007454481
ATXN3,hsa-miR-106a-3p,PHGDH,-2.366382365,-10.3197007454481
ATXN3,hsa-miR-106a-3p,PHGDH,1.43054906,-10.3197007454481
ATXN3,hsa-miR-106a-3p,BTG2,3.013714431,-45.278888316979
ATXN3,hsa-miR-106a-3p,BTG2,-2.366382365,-45.278888316979
ATXN3,hsa-miR-106a-3p,BTG2,1.43054906,-45.278888316979
ATXN3,hsa-miR-106a-3p,SESN1,3.013714431,16.7481748802262
ATXN3,hsa-miR-106a-3p,SESN1,-2.366382365,16.7481748802262
ATXN3,hsa-miR-106a-3p,SESN1,1.43054906,16.7481748802262
ATXN3,hsa-miR-106a-3p,COX5A,3.013714431,13.5039091037094
ATXN3,hsa-miR-106a-3p,COX5A,-2.366382365,13.5039091037094
ATXN3,hsa-miR-106a-3p,COX5A,1.43054906,13.5039091037094
ATXN3,hsa-miR-106a-3p,FTL,3.013714431,226.14332071608
ATXN3,hsa-miR-106a-3p,FTL,-2.366382365,226.14332071608
ATXN3,hsa-miR-106a-3p,FTL,1.43054906,226.14332071608
ATXN3,hsa-miR-106a-3p,HIPK3,3.013714431,27.363312178474
ATXN3,hsa-miR-106a-3p,HIPK3,-2.366382365,27.363312178474
ATXN3,hsa-miR-106a-3p,HIPK3,1.43054906,27.363312178474
ATXN3,hsa-miR-106a-3p,ATP6V0E1,3.013714431,8.666285341763
ATXN3,hsa-miR-106a-3p,ATP6V0E1,-2.366382365,8.666285341763
ATXN3,hsa-miR-106a-3p,ATP6V0E1,1.43054906,8.666285341763
ATXN3,hsa-miR-106a-3p,CCDC71L,3.013714431,1.9419076129473
ATXN3,hsa-miR-106a-3p,CCDC71L,-2.366382365,1.9419076129473
ATXN3,hsa-miR-106a-3p,CCDC71L,1.43054906,1.9419076129473
ATXN3,hsa-miR-106a-3p,CDC37L1,3.013714431,-1.1998537087944
ATXN3,hsa-miR-106a-3p,CDC37L1,-2.366382365,-1.1998537087944
ATXN3,hsa-miR-106a-3p,CDC37L1,1.43054906,-1.1998537087944
ATXN3,hsa-miR-106a-3p,CTNNB1,3.013714431,165.78859645569
ATXN3,hsa-miR-106a-3p,CTNNB1,-2.366382365,165.78859645569
ATXN3,hsa-miR-106a-3p,CTNNB1,1.43054906,165.78859645569
ATXN3,hsa-miR-106a-3p,DDOST,3.013714431,26.846786280429
ATXN3,hsa-miR-106a-3p,DDOST,-2.366382365,26.846786280429
ATXN3,hsa-miR-106a-3p,DDOST,1.43054906,26.846786280429
ATXN3,hsa-miR-106a-3p,WEE1,3.013714431,2.0722650305028
ATXN3,hsa-miR-106a-3p,WEE1,-2.366382365,2.0722650305028
ATXN3,hsa-miR-106a-3p,WEE1,1.43054906,2.0722650305028
ATXN3,hsa-miR-106a-3p,APP,3.013714431,30.538650934704
RNF146,hsa-miR-1224-3p,COL23A1,-1.482232489,5.1325477595023
RNF146,hsa-miR-1224-3p,COL23A1,6.01313145,5.1325477595023
RNF146,hsa-miR-1224-3p,COL23A1,1.678804796,5.1325477595023
RNF146,hsa-miR-1224-3p,AHNAK,-1.482232489,245.284240496896
RNF146,hsa-miR-1224-3p,AHNAK,6.01313145,245.284240496896
RNF146,hsa-miR-1224-3p,AHNAK,1.678804796,245.284240496896
RNF146,hsa-miR-1224-3p,ABCC5,-1.482232489,1.7589438861493
RNF146,hsa-miR-1224-3p,ABCC5,6.01313145,1.7589438861493
RNF146,hsa-miR-1224-3p,ABCC5,1.678804796,1.7589438861493
